!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	773.64288	56.8376110194015	270775.01	48.27116259964854		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1042.1182	76.56182253992804	364741.37	65.02258084336724					
YAL003W	16810.724	1235.0419248562298	3496630.6	623.3456486383534	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7540.7071	553.9969255078507	4841134.0	863.0307740758165	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3157.712	231.98921751505856	1105199.2	197.02427594112726		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1509.862	110.92579181879834	528451.7	94.2072827797539					
YAL009W	642.3261	47.19009502085664	224814.14	40.077701064954816					
YAL010C	677.92295	49.80530672398248	237273.03	42.298752058549596		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1117.1365	82.07322976019067	698210.31	124.47021386043347	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	8988.6631	660.3746380529575	3541533.3	631.3504698102306	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1658.3697	121.83628179317253	580429.4	103.47336685544373					
YAL014C	1374.7664	101.00065534855428	350565.43	62.495430702211806	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	508.80534	37.38065811387591	203013.33	36.19126248883199	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2846.5148	209.126336124711	1807536.9	322.23028116503315	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2014.2472	147.9817132816095	704986.52	125.6782113588709		PSK1	K08286	Other enzymes	Psk1p
YAL018C	135.39685	9.947268555683278	47388.897	8.448036443632656					
YAL019W	1030.2737	75.6916366943357	360595.79	64.28354674177177		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	621.74044	45.67771797208492	217609.15	38.79326479508323		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2197.3648	161.43490620649797	1839194.3	327.8738577376353	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	978.80776	71.91056256557509	342582.72	61.07234999621962		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6267.7007	460.4723233187779	4757184.8	848.0651187027065	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1270.2844	93.32462364445702	1822858.1	324.9615972359724	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	1115.6859	81.96665779956622	390490.07	69.61281125063255		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1499.2585	110.14677914509	2031495.3	362.1554291392023	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	322.35763	23.68281032079834	112825.17	20.113385376305548		SAW1	K15080	DNA repair and recombination proteins	Saw1p
