!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	960.12867	66.31436604073443	336045.03	56.15332790239109		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1132.3402	78.20870769897792	396319.07	66.22515646691959					
YAL003W	17720.464	1223.9206814933011	3685856.5	615.9088519942092	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7416.4617	512.241714332817	4761368.4	795.627541431823	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3069.3742	211.99617361159144	1074281.0	179.51300530261852		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1720.5997	118.83873680740919	602209.9	100.62963877420282					
YAL009W	682.8882	47.165863779172696	239010.87	39.93886103700379					
YAL010C	658.63056	45.490432070374375	230520.7	38.52014849137547		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1313.4581	90.71819636691774	820911.31	137.17477675301853	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	9779.5488	675.4559040887979	3853142.2	643.8623937129514	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1641.2333	113.35704183736382	574431.66	95.98787805757708					
YAL014C	1514.0361	104.57175925627341	386079.21	64.5140696633011	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	534.11473	36.89034690836598	213111.78	35.61110742272317	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2973.556	205.37818230823385	1888208.1	315.5207163374827	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2207.3961	152.4608914889393	772588.64	129.10002934899046		PSK1	K08286	Other enzymes	Psk1p
YAL018C	140.38453	9.696107823627912	49134.586	8.210419059035733					
YAL019W	1077.5595	74.42510295382677	377145.83	63.02129645842239		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	597.57239	41.27325372577043	209150.34	34.949148401083576		ATS1	K15462	Transfer RNA biogenesis	Ats1p
