Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	71100000.0	24.8666705972	24885000000.0	24.8666705972	350			
121506	6697900.0	2.34253829808	2344265000.0	2.34253829808	350			
12954	299000000.0	104.572918545	1.0465e+11	104.572918545	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	13100000.0	4.58162285265	4585000000.0	4.58162285265	350			
14077	112000000.0	39.1711266792	39200000000.0	39.1711266792	350	FabP3	K08752	PPAR signaling pathway
1415	206000000.0	72.0468937135	72100000000.0	72.0468937135	350			
10815	12100000.0	4.23188065016	4235000000.0	4.23188065016	350			
12955	343000000.0	119.961575455	1.2005e+11	119.961575455	350	CryAb	K09542	Chaperones and folding catalysts
380684	409000000.0	143.04456082	1.4315e+11	143.04456082	350	NefH	K04574	Cytoskeleton proteins
226180	16200000.0	5.66582368038	5670000000.0	5.66582368038	350	Ina	K07608	Cytoskeleton proteins
18039	102000000.0	35.6737046543	35700000000.0	35.6737046543	350	NefL	K04572	Cytoskeleton proteins
4151	411000000.0	143.744045224	1.4385e+11	143.744045224	350			
Abpg	18300000.0	6.40028230562	6405000000.0	6.40028230562	350			
20617	126000000.0	44.0675175141	44100000000.0	44.0675175141	350	SncA	K04528	Alzheimer's disease
5354	881270.0	0.308217310791	308444500.0	0.308217310791	350			
1417	24800000.0	8.67360662182	8680000000.0	8.67360662182	350			
Bpifa2	175000000.0	61.2048854362	61250000000.0	61.2048854362	350			
Try5	24300000.0	8.49873552057	8505000000.0	8.49873552057	350			
845	2025100.0	0.708262934268	708785000.0	0.708262934268	350			
21956	20100000.0	7.0298182701	7035000000.0	7.0298182701	350	TnnT2	K12045	Cytoskeleton proteins
10409	337000000.0	117.86312224	1.1795e+11	117.86312224	350			
22349	145000000.0	50.7126193614	50750000000.0	50.7126193614	350	Vil1	K05761	Cytoskeleton proteins
218038	3187200.0	1.11469834778	1115520000.0	1.11469834778	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	156000000.0	54.5597835889	54600000000.0	54.5597835889	350	TnnI3	K12044	Cytoskeleton proteins
66473	115000000.0	40.2203532867	40250000000.0	40.2203532867	350	CtrB1	K01310	Peptidases
19752	28600000.0	10.0026269913	10010000000.0	10.0026269913	350	RnaSe1	K01168	Other enzymes
Amy2;Amy2a2	1470000000.0	514.121037664	5.145e+11	514.121037664	350			
21924	36900000.0	12.905487272	12915000000.0	12.905487272	350	TnnC1	K05865	Calcium signaling pathway
342898	8224100.0	2.87631484752	2878435000.0	2.87631484752	350			
16204	99500000.0	34.799349148	34825000000.0	34.799349148	350	FabP6	K08755	PPAR signaling pathway
5948	74000000.0	25.8809229845	25900000000.0	25.8809229845	350			
22003	529000000.0	185.013625119	1.8515e+11	185.013625119	350	Tpm1	K10373	Cytoskeleton proteins
22003	15100000000.0	5281.10725764	5.285e+12	5281.10725764	350	Tpm1	K10373	Cytoskeleton proteins
22003	21300000.0	7.44950891309	7455000000.0	7.44950891309	350	Tpm1	K10373	Cytoskeleton proteins
22003	7194400.0	2.51618530161	2518040000.0	2.51618530161	350	Tpm1	K10373	Cytoskeleton proteins
22072	8457900.0	2.95808457446	2960265000.0	2.95808457446	350	PrsS2	K01312	Peptidases
374897	7268800.0	2.54220612148	2544080000.0	2.54220612148	350			
12716	24700000.0	8.63863240157	8645000000.0	8.63863240157	350	CkmT1	K00933	Arginine and proline metabolism
5816	1540000000.0	538.602991839	5.39e+11	538.602991839	350			
17906	248000000.0	86.7360662182	86800000000.0	86.7360662182	350	Myl2	K10351	Regulation of actin cytoskeleton
17906	6333700.0	2.21516218793	2216795000.0	2.21516218793	350	Myl2	K10351	Regulation of actin cytoskeleton
12409	133000000.0	46.5157129315	46550000000.0	46.5157129315	350	Cbr2	K00079	Arachidonic acid metabolism
5334	110000000.0	38.4716422742	38500000000.0	38.4716422742	350			
