!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P60709	1547437600.0	11358.5486316	5.802891e+11	11470.5473542	375.0	ActB		Cytoskeleton proteins
P68363	949155170.0	6967.01770554	4.2806898e+11	8461.6193996	451.0	TubA1b	K07374	Cytoskeleton proteins
P62805	3572301900.0	26221.5192768	3.679471e+11	7273.19302461	103.0	HisT2h4a	K11254	Chromosome-related
P00352	11350090.0	83.3122765264	5686395100.0	112.402704564	501.0	AldH1a1	K07249	Cofactor biosynthesis
P05783	1469167700.0	10784.0295263	6.3174211e+11	12487.6165835	430.0	Krt18	K07604	Cytoskeleton proteins
Q71DI3	1393501000.0	10228.6185089	1.8951614e+11	3746.15662822	136.0	HisT2h3d	K11253	Chromosome-related
P0C0S8	1234727500.0	9063.18442539	1.6051458e+11	3172.88415537	130.0	HisT1h2ag	K11251	Chromosome-related
P07355-2	198226490.0	1455.0281231	69379272000.0	1371.41680737	350			
P68104	1047139500.0	7686.2452708	4.8377845e+11	9562.8258736	462.0	Eef1a1	K03231	Translation factors
P62807	1151635700.0	8453.2714627	1.451061e+11	2868.30545573	126.0	HisT1h2bc	K11252	Chromosome-related
P14618	501854130.0	3683.72497967	2.6648454e+11	5267.58737192	531.0	Pkm2	K00873	Glycolysis
P14618	723852.93	5.31324733712	384365910.0	7.59774286986	531.0	Pkm2	K00873	Glycolysis
P04406	1198838800.0	8799.75309589	4.01611e+11	7938.62575301	335.0	GapDh	K00134	Glycolysis
P07737	560416920.0	4113.5893556	78458369000.0	1550.88289086	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P23528	605149730.0	4441.93849085	1.2345054e+11	2440.24101946	204.0	Cfl1	K05765	Regulation of actin cytoskeleton
P62979	427479690.0	3137.79944852	66686832000.0	1318.19547249	156.0	Rps27a	K02977	Ribosome
P06733	537876680.0	3948.13879901	2.3343848e+11	4614.36745774	434.0	Eno1	K01689	RNA degradation
P06733	702070.37	5.15335832636	304698540.0	6.02296171307	434.0	Eno1	K01689	RNA degradation
Q06830	535743780.0	3932.48282143	1.0661301e+11	2107.41435566	199.0	PrdX1	K13279	Peroxisome
P15121	4454268.9	32.6953603293	1407549000.0	27.8229548992	316.0	Akr1b1	K00011	Carbohydrate metabolism
P62937	687959990.0	5049.78488505	1.135134e+11	2243.81404033	165.0	PpiA	K03767	Chaperones and folding catalysts
P08670	6255558.9	45.9172440839	2915090400.0	57.6224548675	466.0	Vim	K07606	Cytoskeleton proteins
P68371	847503480.0	6220.87087264	3.7713905e+11	7454.88986805	445.0	TubB2c	K07375	Cytoskeleton proteins
P08238	972103570.0	7135.4642506	7.0380298e+11	13912.0404124	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P52895	367020.83	2.69401748179	118547730.0	2.34332740473	323.0	Akr1c2	K00089	Lipid and steroid metabolism
P04083	11267936.0	82.7092472318	3943777600.0	77.9564663804	350			
P00338	324306430.0	2380.48394114	1.1707462e+11	2314.20850862	361.0	LdhA	K00016	Glycolysis
O43707	173150200.0	1270.96237501	1.5773983e+11	3118.03580259	911.0	ActN4	K05699	Focal adhesion
O60218	2195418.5	16.1148777819	693752250.0	13.7133681051	316.0	Akr1b10	K00100	Carbohydrate metabolism
P06703	100804990.0	739.931859758	35281746000.0	697.412614213	350			
P09382	134917540.0	990.325838891	18213868000.0	360.032672329	135.0	LgaLs1	K06830	CAM ligands
P42330	5153509.5	37.8279474916	1664583600.0	32.9037457515	323.0	Akr1c3	K00089	Lipid and steroid metabolism
P07195	6012149.0	44.1305593177	2008057800.0	39.6931841125	334.0	LdhB	K00016	Glycolysis
P11142	683496770.0	5017.02382158	4.4153891e+11	8727.87887255	646.0	HspA8	K03283	Chaperones and folding catalysts
P60866	458043100.0	3362.14192206	65042120000.0	1285.68452772	142.0	Rps20	K02969	Ribosome
Q53HE2	541125640.0	3971.98691422	1.5476193e+11	3059.17179331	286.0	Tpi1	K01803	Glycolysis
P62826	397343460.0	2916.59257464	92581026000.0	1830.04478773	233.0	Ran	K07936	RNA transport
P63104	389470000.0	2858.79956359	95809620000.0	1893.86425351	246.0	YwhAz	K06630	Cell cycle
P11413	333039990.0	2444.59028441	1.7151559e+11	3390.34060277	515.0	G6pD	K00036	Pentose phosphate metabolism
P62263	323273090.0	2372.89898738	1.1314558e+11	2236.54335969	350			
P29401	204506970.0	1501.1282938	1.7485346e+11	3456.32012211	855.0	Tkt	K00615	Pentose phosphate metabolism
P05387	415149970.0	3047.29646202	47742247000.0	943.71875158	115.0	RplP2	K02943	Ribosome
B4DNM7	166132700.0	1219.45230764	58146445000.0	1149.37804423	350			
P06748	463457220.0	3401.88281069	1.3625642e+11	2693.37424728	294.0	Npm1	K11276	Chromosome-related
P09211	3210664.7	23.56701888	674239590.0	13.3276622724	210.0	GstP1	K00799	Cofactor biosynthesis
P22626	377236610.0	2769.00366149	1.3316452e+11	2632.25680537	353.0			
P10599	205973000.0	1511.88929189	21627165000.0	427.503153633	105.0	Txn	K03671	Chaperones and folding catalysts
P04792	1073299500.0	7878.26570006	2.200264e+11	4349.25150303	205.0	HspB1	K04455	Chaperones and folding catalysts
P16403	551116230.0	4045.32014741	1.1738776e+11	2320.39833228	213.0	HisT1h1c	K11275	Chromosome-related
P63241	286639830.0	2104.00241588	61340924000.0	1212.52316042	214.0	Eif5a	K03263	Translation factors
P62888	393523560.0	2888.55362824	45255209000.0	894.557588376	115.0	Rpl30	K02908	Ribosome
P09429	599393220.0	4399.68438071	1.2946894e+11	2559.20644927	216.0	HmgB1	K10802	Chromosome-related
P26447	615662.77	4.51910662746	215481970.0	4.2594219689	350			
P04075	670910670.0	4924.63894679	2.4421148e+11	4827.31684219	364.0	AldOa	K01623	Glycolysis
Q07020	338589880.0	2485.32775613	63654897000.0	1258.26335591	188.0	Rpl18	K02883	Ribosome
P62857	355080240.0	2606.37079917	42964709000.0	849.281382577	121.0	Rps28	K02979	Ribosome
P25398	355282520.0	2607.85558099	46897293000.0	927.016585592	132.0	Rps12	K02951	Ribosome
P62750	449104630.0	3296.53149216	87126298000.0	1722.22143584	194.0	Rpl23a	K02893	Ribosome
P62280	367070970.0	2694.38552095	57997213000.0	1146.42818231	158.0	Rps11	K02949	Ribosome
P22392	417286640.0	3062.98011227	1.218477e+11	2408.55775655	292.0	Nme1-nme2	K00940	Purine metabolism
P22392	0.0	0.0	0.0	0.0	292.0	Nme1-nme2	K00940	Purine metabolism
P61604	376306760.0	2762.17834818	38383290000.0	758.720688625	102.0	HspE1	K04078	Chaperones and folding catalysts
P21333	112066920.0	822.597021565	2.9664114e+11	5863.69146614	2647.0	FlnA	K04437	Cytoskeleton proteins
P14174	508003030.0	3728.85932284	2.844817e+11	5623.3363874	560.0	Mif	K07253	Amino acid metabolism
P05386	296173390.0	2173.98094354	33763766000.0	667.40677493	114.0	RplP1	K02942	Ribosome
Q0P5T0	22228337.0	163.161116684	1555983600.0	30.7570546579	70.0	TmsB4x	K05764	Regulation of actin cytoskeleton
P62829	318823240.0	2340.23606279	44635254000.0	882.302967042	140.0	Rpl23	K02894	Ribosome
P60903	129445730.0	950.161492369	45306006000.0	895.561690287	350			
P62241	426399550.0	3129.87097198	88691106000.0	1753.15292199	208.0	Rps8	K02995	Ribosome
P42766	305402560.0	2241.72517844	37564515000.0	742.536001699	123.0	Rpl35	K02918	Ribosome
P62701	355575800.0	2610.00832378	93516435000.0	1848.53497345	263.0	Rps4x	K02987	Ribosome
P61247	388390660.0	2850.87695923	1.0253513e+11	2026.80709345	264.0	Rps3a	K02984	Ribosome
P09651	304646830.0	2236.17794606	1.1332862e+11	2240.16150276	372.0	HnrNpa1	K12741	Spliceosome
P12236	389410240.0	2858.36091142	1.1604425e+11	2293.84123328	298.0	Slc25a6	K05863	Calcium signaling pathway
P62424	281086850.0	2063.24226285	74769102000.0	1477.95732355	266.0	Rpl7a	K02936	Ribosome
P62851	546111020.0	4008.58075243	68263878000.0	1349.36886662	125.0	Rps25	K02975	Ribosome
P09936	1569568.6	11.5209952723	378266030.0	7.47716682872	241.0	UchL1	K05611	Ubiquitin labeling
P23284	370177000.0	2717.18449701	79958232000.0	1580.53061226	216.0	PpiB	K03768	Chaperones and folding catalysts
P37802	208066770.0	1527.25804625	72823370000.0	1439.49613059	350			
Q6LES2	42809957.0	314.234951059	14983485000.0	296.177843463	350			
P62910	208509900.0	1530.51072258	31902015000.0	630.605630453	153.0	Rpl32	K02912	Ribosome
P08708	301573560.0	2213.61943595	40712431000.0	804.760709254	135.0	Rps17	K02962	Ribosome
P62269	316549540.0	2323.54658076	48115530000.0	951.097419089	152.0	Rps18	K02964	Ribosome
P39023	236719850.0	1737.57825731	95398100000.0	1885.72975702	403.0	Rpl3	K02925	Ribosome
P10809	457859490.0	3360.79418235	2.6235349e+11	5185.92910081	573.0	HspD1	K04077	Chaperones and folding catalysts
P00558	330736940.0	2427.68536662	1.379173e+11	2726.20478415	417.0	Pgk1	K00927	Glycolysis
P23396	336320120.0	2468.66719461	81725789000.0	1615.46982837	243.0	Rps3	K02985	Ribosome
P35268	219697170.0	1612.62786278	28121238000.0	555.871189269	128.0	Rpl22	K02891	Ribosome
P46781	450985950.0	3310.34081456	87491274000.0	1729.43589927	194.0	Rps9	K02997	Ribosome
P06576	292210060.0	2144.88918788	1.5457912e+11	3055.55819664	529.0	Atp5b	K02133	Oxidative phosphorylation
P08865	286146160.0	2100.3787643	84413117000.0	1668.59011458	295.0	RpsA	K02998	Ribosome
P60842	353809960.0	2597.0466512	1.4364684e+11	2839.46033192	406.0	Eif4a1	K03257	RNA transport
P46776	278103190.0	2041.34151079	41159272000.0	813.593394291	148.0	Rpl27a	K02900	Ribosome
P61978	307449900.0	2256.75312591	1.4265675e+11	2819.88926945	464.0	HnrNpk	K12886	Spliceosome
P61978	10234762.0	75.1255119497	4748929600.0	93.8718681057	464.0	HnrNpk	K12886	Spliceosome
P21796	215183040.0	1579.49310818	60896800000.0	1203.7441822	283.0	VdaC1	K05862	Calcium signaling pathway
P36578	305230300.0	2240.46075034	1.3033334e+11	2576.29300343	427.0	Rpl4	K02930	Ribosome
P63173	392046360.0	2877.71063978	27443245000.0	542.469333517	70.0	Rpl38	K02923	Ribosome
P40926	439189920.0	3223.75523565	1.4844619e+11	2934.3288577	338.0	Mdh2	K00026	TCA cycle and anaplerotic enzymes
P61254	220733680.0	1620.23608507	33772253000.0	667.57453706	153.0	Rpl26	K02898	Ribosome
P13639	519663120.0	3814.44707082	4.4587096e+11	8813.5103012	858.0	Eef2	K03234	Translation factors
P61956	89250063.0	655.116032441	8478756000.0	167.599171176	95.0	SumO2	K12160	RNA transport
P62906	278696300.0	2045.69507488	60477097000.0	1195.44793273	217.0	Rpl10a	K02865	Ribosome
P08195	288683440.0	2119.00298428	1.8215925e+11	3600.73332951	631.0	Slc3a2	K06519	Cellular antigens
