!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	911.70339	70.71759494020382	319096.19	59.77815426382864		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1344.2841	104.27134472797832	470499.44	88.14140997849265					
YAL003W	12574.32	975.3453570118937	2615458.6	489.96914585992795	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8042.1925	623.8043182510763	5163087.6	967.2313763146491	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2758.5703	213.9725038090256	965499.6	180.8726830316114		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2106.0307	163.35732389262466	737110.74	138.08726304518046					
YAL009W	831.39223	64.4881434054696	290987.28	54.5123478680579					
YAL010C	704.55801	54.65006328764016	246595.3	46.19613880107783		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1176.4793	91.25532218645643	735299.56	137.7479641101491	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1739.8176	134.9514739729525	685488.13	128.41649780012548	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1726.7415	133.93720732292107	604359.53	113.21820299751926					
YAL014C	1863.8333	144.5709315015966	475277.49	89.0365100108067	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	572.62067	44.4161522701458	228475.65	42.801678864384186	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3662.8375	284.1132998932787	2325901.8	435.72477817086036	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3026.377	234.74531867469446	1059231.9	198.4321026188633		PSK1	K08286	Other enzymes	Psk1p
YAL018C	119.47106	9.266945939684163	41814.871	7.8334241758264005					
YAL019W	593.46606	46.033055160449386	207713.12	38.91211277070137		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	789.0234	61.20174369379324	276158.19	51.73432776818708		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1909.9672	148.14937432521256	1598642.5	299.4830429586535	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	953.97065	73.9961162276066	333889.73	62.54951457442376		FUN26	K15014	Alcoholism	Fun26p
YAL023C	5117.8449	396.97305787684735	3884444.3	727.6956537608608	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1117.3275	86.66712708016868	1603365.0	300.36773648479976	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	446.83448	34.65936411836377	156392.07	29.297840522945407		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1368.3232	106.13597236364724	1854077.9	347.3352493596224	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	416.58928	32.313351340583644	145806.25	27.31473699241086		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	539.8209	41.87199056752029	188937.32	35.394732419570275					
