!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	203142.86	22.3830800938	71100001.0	24.8666709531	350	Mbp		Myelin
69187	19136.857	2.10857424659	6697900.0	2.34253829865	350			
12954	1525510.2	168.086719811	299000000.0	104.572918571	196.0	Cryaa	K09541	Crystallins
11354	37428.571	4.12402731009	13100000.0	4.58162285378	350			
14077	842105.26	92.7864729382	112000000.0	39.1711266888	133.0	Fabp3	K08752	PPAR signaling pathway
12961	588571.43	64.8511173792	206000000.0	72.0468937311	350	Crybb2		Crystallins
12889	34571.429	3.80921615588	12100000.0	4.2318806512	350			
12955	1960000.0	215.960516573	343000000.0	119.961575484	175.0	Cryab	K09542	Crystallins
380684	375229.36	41.344248173	409000000.0	143.044560855	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	32142.857	3.54162653156	16200000.0	5.66582368177	504.0	Ina	K07608	Cytoskeleton proteins
18039	187845.3	20.6975347061	102000000.0	35.673704663	543.0	Nefl	K04572	Cytoskeleton proteins
17189	1174285.7	129.387421621	411000000.0	143.74404526	350	Mb		Hemoglobin
110187	52285.714	5.7610458188	18300000.0	6.40028230718	350			
20617	900000.0	99.1655433246	126000000.0	44.0675175249	140.0	Snca	K04528	Synaptic vesicle cycle
18823	2517.9143	0.277433710671	881270.01	0.308217314364	350			
12962	70857.143	7.80731898225	24800000.0	8.67360662394	350	Crybb3		Crystallins
19194	500000.0	55.0919685136	175000000.0	61.2048854512	350			
G3UXD0	69428.571	7.64991329496	24300000.0	8.49873552265	350			
12373	5786.0	0.63752425964	2025100.0	0.708262934441	350			
21956	66777.409	7.3577978281	20100000.0	7.02981827183	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	962857.14	106.09139048	337000000.0	117.863122269	350			
22349	175332.53	19.3188284444	145000000.0	50.7126193739	827.0	Vil1	K05761	Cytoskeleton proteins
218038	4646.0641	0.511921634219	3187200.0	1.11469834806	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	739336.49	81.4630052561	156000000.0	54.5597836022	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	437262.36	48.1792883386	115000000.0	40.2203532965	263.0	Ctrb1	K01310	Pancreatic secretion
19752	191946.31	21.1494001337	28600000.0	10.0026269937	149.0	RnaSe1	K01168	Other enzymes
11723	4200000.0	462.772535515	1470000000.0	514.12103779	350			
21924	229192.55	25.2533374963	36900001.0	12.9054876249	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	23497.429	2.58903923724	8224100.2	2.87631491817	350			
16204	777343.75	85.6507947986	99500000.0	34.7993491565	128.0	Fabp6	K08755	PPAR signaling pathway
19660	211428.57	23.2960322426	74000000.0	25.8809229908	350			
22003	1862676.1	205.236986105	529000010.0	185.013628661	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	53169014.0	5858.37129038	15100000000.0	5281.10725893	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	75000.0	8.26379527705	21300000.0	7.44950891492	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	25332.394	2.79122290525	7194399.9	2.51618526726	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	34381.707	3.78831183898	8457899.9	2.95808454021	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
