Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.0030305352	3041.61452219	1.9577257	5577.09049235	646	HspA8	K03283	Chaperones and folding catalysts
P36578	0.0018505479	1857.31331108	0.79018395	2251.04435966	427	Rpl4	K02930	Ribosome
P06733	0.0043514334	4367.34178894	1.8885221	5379.94605092	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	4.6124889e-06	4.62935168075	0.0020018202	5.70270513628	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.001474692	1480.08332091	0.59430088	1693.02052246	403	Rpl3	K02925	Ribosome
P23528	0.0030390535	3050.16396421	0.61996691	1766.13687981	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.0056281328	5648.70866945	2.6001974	7407.33811574	462	Eef1a1	K03231	Translation factors
Q53HE2	0.0042204945	4235.92418991	1.2070614	3438.62812733	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0011572264	1161.45709963	0.40502924	1153.831062	350			
P68400	0.000233209	234.061587902	0.092583973	263.749510752	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0002228714	223.68619471	0.30800827	877.441612061	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.0004484803	450.119897435	0.1569681	447.164430702	350			
P61978	0.0023716104	2380.28076151	1.1004272	3134.85289315	464	HnrNpk	K12886	Spliceosome
P61978	4.2132e-05	42.2860302197	0.019549248	55.6911140071	464	HnrNpk	K12886	Spliceosome
P62241	0.0016995711	1705.78455557	0.35351079	1007.06736692	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0001623321	162.925569311	0.37904545	1079.80948269	2335	PrpF8	K12856	Spliceosome
P23396	0.0017075772	1713.81992504	0.41494126	1182.06802722	243	Rps3	K02985	Ribosome
P11940	0.0004456012	447.230271744	0.28340236	807.345282061	636	PabPc1	K13126	RNA degradation
Q00610	0.000757817	760.587500309	1.2693435	3616.05487703	1675	CltC	K04646	Endocytosis
P50991	0.0005821908	584.319229147	0.31380084	893.943253263	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0057758957	5797.01177528	1.6981133	4837.51709464	294	Npm1	K11276	Chromosome-related
P62847	0.0008420315	845.109879781	0.2433471	693.237463119	289	Rps24	K02974	Ribosome
P54136	0.0003351995	336.424954586	0.22123167	630.235912704	660	RarS	K01887	
P54136	2.0268441e-11	2.03425403169e-05	1.3377171e-08	3.81083484773e-05	660	RarS	K01887	
P14866	0.0010116385	1015.33694537	0.59585508	1697.44806511	589	HnrNpl	K13159	
O43143	0.0003139983	315.146245199	0.24962865	711.132090942	795	Dhx15	K12820	Spliceosome
P15880	0.0013479114	1352.8392242	0.39493804	1125.08365597	293	Rps2	K02981	Ribosome
O43242	0.00027105	272.040930671	0.1447407	412.331503757	534	PsmD3	K03033	Proteasome
P31948	0.0005123059	514.178837205	0.30226048	861.067538328	590	StiP1	K09553	Chaperones and folding catalysts
O00148	0.0010752398	1079.17076512	0.45912739	1307.94370301	427	Ddx39	K13182	Other enzymes
P62750	0.0026948918	2704.74404476	0.52280901	1489.35734919	194	Rpl23a	K02893	Ribosome
P14678	0.0005761311	578.237375513	0.16592576	472.682653413	288	SnrPb	K11086	Spliceosome
P62906	0.0014539563	1459.27181335	0.31550852	898.808023589	217	Rpl10a	K02865	Ribosome
Q08211	0.0006602651	662.678960686	0.83853668	2388.78967851	1270	Dhx9	K13184	Other enzymes
P22626	0.002866364	2876.84312932	1.0118265	2882.45077084	353	HnrNpa2b1	K13158	
Q16531	0.0002336546	234.50881697	0.26636624	758.813466353	1140	Ddb1	K10610	Nucleotide excision repair
B3KT15	0.0002940948	295.169980069	0.10293318	293.231916772	350			
A8MXP9	0.0005567335	558.7688599	0.19485672	555.10001247	350			
P04843	0.0007229351	725.578075702	0.43882161	1250.09741097	607	Rpn1	K12666	N-Glycan biosynthesis
P51148	0.0003906945	392.122838547	0.09728293	277.135711081	249	Rab5c	K07889	GTP-binding signaling proteins
P61247	0.0017782317	1784.73273056	0.46945317	1337.35937114	264	Rps3a	K02984	Ribosome
P62910	0.0015040779	1509.57665272	0.23012392	655.567798029	153	Rpl32	K02912	Ribosome
P68371	0.0048099032	4827.48770695	2.1404069	6097.50537154	445	TubB2c	K07375	Phagosome
O00232	0.0002176629	218.458652974	0.099254282	282.75161963	456	PsmD12	K03035	Proteasome
P19338	0.0019651257	1972.30999563	1.3952392	3974.70150025	710	Ncl	K11294	Ribosome Biogenesis
P62280	0.0016596799	1665.74751748	0.26222942	747.028659375	158	Rps11	K02949	Ribosome
P07900	0.0016609186	1666.99074604	1.2157924	3463.50065012	732	Hsp90aa1	K04079	Protein processing in endoplasmic reticulum
P05388	0.0017932892	1799.84527921	0.56847268	1619.4421817	317	RplP0	K02941	Ribosome
Q8WWY3	0.0001389726	139.480669404	0.069347327	197.553885144	499	PrpF31	K12844	Spliceosome
P63104	0.0020278571	2035.27073511	0.49885285	1421.11200094	246	YwhAz	K06630	
P00558	0.0032808573	3292.85177381	1.3681175	3897.43828855	417	Pgk1	K00927	Glycolysis / Gluconeogenesis
P52272	0.0008985419	901.826875939	0.65593559	1868.60301348	730	HnrNpm	K12887	Spliceosome
P18124	0.002059678	2067.20796902	0.51080014	1455.14696174	248	Rpl7	K02937	Ribosome
Q9Y3I0;B4DNA0	0.0004652821	466.983123072	0.16284873	463.916933702	350			
P04406	0.0047464656	4763.81818566	1.590066	4529.71627782	335	GapDh	K00134	Glycolysis / Gluconeogenesis
P26196	0.0002185548	219.353813668	0.10556197	300.720708341	483	Ddx6	K12614	RNA degradation
P62937	0.0056593602	5680.05023358	0.93379443	2660.15613799	165	PpiA	K03767	Chaperones and folding catalysts
O00571	0.0004026126	404.084509884	0.26652954	759.278668847	662	Ddx3x	K11594	Chromosome-related
O75533	0.0002081164	208.877251961	0.27138379	773.107261649	1304	Sf3B1	K12828	Spliceosome
Q12906	0.0012167948	1221.24327551	1.0926817	3112.78782325	898	Ilf3	K13090	
Q12906	2.0268441e-11	2.03425403169e-05	1.820106e-08	5.18504500792e-05	898	Ilf3	K13090	
P51665	0.0001927003	193.404792299	0.062434897	177.862031667	324	PsmD7	K03038	Proteasome
P50914	0.0011219005	1126.0020518	0.24681811	703.12553726	220	Rpl14	K02875	Ribosome
P46777	0.0012180731	1222.52624885	0.36176771	1030.58934961	297	Rpl5	K02932	Ribosome
Q14204	0.0001365122	137.011274436	0.63423568	1806.78517978	4646	DynC1h1	K10413	Chromosome-related
P62701	0.0019006114	1907.55983804	0.4998608	1423.98340849	263	Rps4x	K02987	Ribosome
P40429	0.0013007066	1305.46184835	0.26404344	752.19636683	203	Rpl13a	K02872	Ribosome
P53621	0.0003303759	331.583720005	0.4043801	1151.98181799	1224	CopA	K05236	Neuroactive ligand-receptor interaction
Q9BUQ0	0.0018853906	1892.28339238	1.0501626	2991.66111569	557	PtbP1	K13218	
Q15286	0.0001538354	154.397806258	0.04245857	120.954272126	276	Rab35	K07876	GTP-binding signaling proteins
Q92499	0.0003232819	324.463785077	0.23922861	681.50487391	740	Ddx1	K13177	Other enzymes
P60842	0.0018856337	1892.52738112	0.76556728	2180.91737701	406	Eif4a1	K03257	RNA transport
P34932	0.0005012996	503.132299315	0.42109166	1199.58904018	840	HspA4	K09489	Chaperones and folding catalysts
P62917	0.0014858786	1491.31081796	0.3818708	1087.8582265	257	Rpl8	K02938	Ribosome
P25788	0.0005116763	513.546935453	0.13047746	371.698957434	255	PsmA3	K02727	Proteasome
A8K4L9	0.0001303138	130.790213729	0.05108301	145.523231059	392	TiaL1	K13201	
Q9UQ80;A8K6Y1;Q6PIN5	0.0011019765	1106.00521173	0.38569177	1098.74325266	350			
P61201	0.0001803243	180.983546927	0.079883665	227.569382455	443	CopS2	K12176	Ubiquitin labeling
P35606;B4DZI8	0.00024387	244.761563412	0.0853545	243.154477887	350			
Q06830	0.0033556398	3367.90767087	0.66777232	1902.32301539	199	PrdX1	K13279	Peroxisome
Q9UHB9	0.0001207959	121.237517275	0.075739029	215.762309569	627	Srp68	K03107	Protein export
P62424	0.0025712561	2580.65634547	0.68395412	1948.42107853	266	Rpl7a	K02936	Ribosome
Q6NUS1	0.0002058867	206.639400409	0.17973909	512.033514165	873	PdcD6ip	K12200	Endocytosis
P62829	0.0009110251	914.355713223	0.12754351	363.340838291	140	Rpl23	K02894	Ribosome
P35637	0.0007079366	710.524742743	0.37237465	1060.80597507	526	Fus	K13098	
