!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1042.4082	79.89312946152185	364842.87	67.46617726871312		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1172.7014	89.87917091395474	410445.49	75.89894298190292					
YAL003W	11060.173	847.6831181449152	2300516.0	425.4078482211009	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8114.0317	621.8824689435406	5209208.4	963.2787324145035	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2508.125	192.22983408100538	877843.75	162.329503799079		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2516.5323	192.87419346662978	880786.3	162.87363557811597					
YAL009W	767.73065	58.841060739956106	268705.73	49.68864654885256					
YAL010C	698.36778	53.52489308823127	244428.72	45.199379538606976		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1028.8978	78.8576539767003	643061.12	118.91386425212914	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1080.3796	82.80336556292168	425669.56	78.7141543778973	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1563.9718	119.8672472948403	547390.13	101.22253326678391					
YAL014C	1805.6637	138.39120197641435	460444.24	85.14463423171155	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	537.96315	41.231025992003985	214647.3	39.692245574240346	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3966.3954	303.99582542403704	2518661.1	465.7469015426065	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3390.0087	259.81990926854314	1186503.0	219.40629325676537		PSK1	K08286	Other enzymes	Psk1p
YAL018C	112.36136	8.611694229719856	39326.476	7.272190905552827					
YAL019W	500.27018	38.34212955776713	175094.56	32.378214280978895		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	819.99529	62.8467714104783	286998.35	53.071289448326546		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1726.4606	132.32085110805602	1445047.5	267.21594092468007	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	987.90931	75.71617951592545	345768.26	63.93892999212096		FUN26	K15014	Alcoholism	Fun26p
YAL023C	5346.0739	409.7383100052004	4057670.1	750.3380572150331	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1061.0396	81.32109295245505	1522591.8	281.55531252862085	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	309.58855	23.727747062000113	108355.99	20.037021497684485		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1245.4699	95.45635573581315	1687611.7	312.07053631870156	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	430.08185	32.96269630371366	150528.65	27.835524331118418		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	583.99008	44.758660825657834	204396.53	37.79668909547236					
YAL029C	1921.1663	147.24364977464	672408.21	124.34068258699445		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2229.3541	170.86403937236344	263063.78	48.64534591139948	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1415.1619	108.46203328572551	495306.67	91.59134067933407					
YAL032C	827.45551	63.41854389103959	318570.37	58.90953838560564	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2116.8345	162.2402171789476	366212.37	67.71942308319075	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	2284.5649	175.0955521253082	799597.71	147.86036752346857					
YAL034W-A	638.00352	48.898404502446006	184383.02	34.09582188809302	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	3755.7831	287.85389968890865	3770806.2	697.2916300520345	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1169.0712	89.6009420602569	409174.92	75.66399114948172					
YAL037C-A	80.402441	6.162271773989663	28140.854	5.203763045874995					
YAL037W	234.42025	17.96663474217904	82047.088	15.172020172381895					
YAL038W	15572.529	1193.5229168768083	7786264.5	1439.8239467255808	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	3056.3702	234.24890563115045	822163.58	152.0332131806764	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	3933.0402	301.43938802090173	2281163.3	421.82917697331624	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1262.9112	96.79310657764003	1078526.2	199.43939098536185	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2568.9241	196.88965004124438	899123.44	166.264511046893					
YAL043C	1241.5618	95.15682783565985	434546.63	80.35568838470626		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	6165.1662	472.51587369362466	2157808.2	399.01854333368993		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3123.8821	239.42320967719814	1093358.7	202.18219386468957					
YAL046C	2533.7504	194.19383762558923	886812.64	163.98801701777938					
YAL047C	387.7743	29.720125332620185	135721.01	25.097318524406923		Spc72		Cytoskeleton proteins	
YAL048C	820.63722	62.89597075157638	287223.03	53.11283692521361		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	5248.0467	402.22522656979527	1836816.3	339.661219378802					
YAL051W	1154.7309	88.50186067887765	404155.82	74.73586696733888					
YAL053W	2121.3266	162.58450450022355	742464.31	137.29534786894087					
YAL054C	4850.2615	371.73783738628987	3458236.4	639.4917077576883	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1241.9498	95.18656525928246	434682.43	80.38080030993886					
YAL056W	1776.2122	136.13395524491702	621674.27	114.95904114343203					
YAL058W	514.87281	39.461316656514725	258466.15	47.795159307517224	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	424.14333	32.507551239457804	148450.17	27.451175035407978					
YAL060W	2956.8594	226.62211487181105	1129520.3	208.86914081234485	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	1176.6721	90.18349665616672	490672.27	90.73435462412043	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	9002.1374	689.9494159088614	4113976.8	760.7502047886345	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	172.35371	13.209678575248729	60323.799	11.15498328597245					
YAL064C-A	120.17533	9.210579116483455	42061.365	7.7779223347685145					
YAL064W	126.23026	9.67464617425454	44180.591	8.169806317559424					
YAL064W-B	281.62827	21.584791672911273	98569.894	18.227391813802644					
YAL065C	261.64211	20.052995522114788	91574.739	16.933858607981396					
