!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	18771429.0	8665.77009547	6570000200.0	9659.61155394	350	Mbp		Myelin
69187	21420.286	9.88860644841	7497100.1	11.0226898847	350			
12954	607142.86	280.285557368	119000000.0	174.960995423	196.0	Cryaa	K09541	Crystallins
11354	8925.1429	4.12026364325	3123800.0	4.59279964287	350			
14077	8947368.4	4130.52397417	1190000000.0	1749.60995423	133.0	Fabp3	K08752	PPAR signaling pathway
12961	236285.71	109.080541482	82699998.0	121.590537576	350	Crybb2		Crystallins
12889	7342857.1	3389.80646985	2570000000.0	3778.56939694	350			
12955	8228571.4	3798.69364056	1440000000.0	2117.17507066	175.0	Cryab	K09542	Crystallins
380684	533944.95	246.493976582	582000000.0	855.691591059	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	5753968.3	2656.30104263	2900000000.0	4263.75535064	504.0	Ina	K07608	Cytoskeleton proteins
18039	20810313.0	9607.01436597	11300000000.0	16613.9432628	543.0	Nefl	K04572	Cytoskeleton proteins
17189	742857.14	342.9376202	260000000.0	382.267721091	350	Mb		Hemoglobin
12960	5160.0	2.38209747871	1806000.0	2.65529040112	350			
110187	9198.8571	4.24662292731	3219600.0	4.73365059548	350			
20617	13071429.0	6034.38334574	1830000100.0	2690.57679932	140.0	Snca	K04528	Synaptic vesicle cycle
18823	97142.857	44.845688902	34000000.0	49.988855835	350			
12962	34571.429	15.959789507	12100000.0	17.7901516354	350	Crybb3		Crystallins
19194	5987.1429	2.76394535014	2095500.0	3.08093080595	350			
G3UXD0	13182.286	6.08556012484	4613800.1	6.78348788384	350			
12373	52285.714	24.1375324596	18300000.0	26.905766523	350			
21956	145514.95	67.1765107576	43800000.0	64.3974083992	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	11714286.0	5407.86262509	4100000100.0	6028.06805654	350			
22349	75332.527	34.7770198898	62300000.0	91.5972270154	827.0	Vil1	K05761	Cytoskeleton proteins
218038	3556851.3	1642.00901431	2440000000.0	3587.4355364	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	75829.384	35.006392333	16000000.0	23.5241674518	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	36512.928	16.8560763041	9602900.1	14.1187643734	263.0	Ctrb1	K01310	Pancreatic secretion
19752	48857.718	22.555009082	7279800.0	10.7032021385	149.0	RnaSe1	K01168	Other enzymes
11723	220285.71	101.69419271	77099998.0	113.357078968	350			
21924	617391.3	285.016716881	99399999.0	146.143888824	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	5116.8571	2.36218069706	1790900.0	2.63308946809	350			
16204	358593.75	165.543656542	45900000.0	67.4849553773	128.0	Fabp6	K08755	PPAR signaling pathway
19660	99428.571	45.9008814517	34800000.0	51.1650642076	350			
22003	138732.39	64.04536365	39399999.0	57.9282608797	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	9788732.4	4518.93697089	2780000000.0	4087.32409475	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	1757042.3	811.132952095	499000010.0	733.659987105	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	76056.338	35.1111649204	21600000.0	31.7576260599	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	87804.878	40.534840795	21600000.0	31.7576260599	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	242571.43	111.982323994	84900000.0	124.825113541	350			
12716	1110047.8	512.450012718	463999980.0	682.200826696	418.0	Ckmt1	K00933	Amino acid metabolism
19293	1468571.4	677.961284737	513999990.0	755.713864686	350	Pvalb		Blood proteins
17906	410240.96	189.386425674	68099999.0	100.124736246	166.0	Myl2	K10351	Cardiac muscle contraction
12409	86065.574	39.7318966723	21000000.0	30.8754697805	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	26839.714	12.3904680327	9393899.9	13.8114796421	350			
56727	12695.088	5.86064672805	3618100.1	5.31954953811	285.0	Miox	K00469	Carbohydrate metabolism
52430	2902.2857	1.33983090086	1015800.0	1.49349058109	350			
109901	31493.985	14.5390973378	8377400.0	12.3169600257	266.0	CelA1	K01326	Peptidases
12613	13524.04	6.24332976472	8100900.0	11.9104330069	599.0	Cel	K12298	Lipid and steroid metabolism
12307	1922857.1	887.680823609	672999980.0	989.485264035	350			
12308	1565714.3	722.806993489	548000000.0	805.702735223	350			
12970	16709.143	7.7137223666	5848200.0	8.59837725572	350	Crygs		Crystallins
22227	12766.124	5.89344027001	3919200.1	5.76224496434	307.0	Ucp1	K08769	PPAR signaling pathway
59006	11827.714	5.46022629811	4139699.9	6.08643710298	350			
