!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	272857.14	81.9268684029	95499999.0	85.0658627489	350	Mbp		Myelin
69187	368571.43	110.665614404	129000000.0	114.905721566	350			
12954	3489795.9	1047.8305587	684000000.0	609.267546906	196.0	Cryaa	K09541	Crystallins
11354	107142.86	32.1702374786	37500001.0	33.4028269273	350			
14077	1691729.3	507.951097539	225000000.0	200.416956219	133.0	Fabp3	K08752	PPAR signaling pathway
12961	465714.29	139.833296465	163000000.0	145.190950505	350	Crybb2		Crystallins
12889	71714.286	21.5326117973	25100000.0	22.3576248938	350			
12955	2782857.1	835.568266294	486999990.0	433.791358554	175.0	Cryab	K09542	Crystallins
380684	4729.9083	1.42018117925	5155600.0	4.5923095977	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	42063.492	12.6297965802	21200000.0	18.883730986	504.0	Ina	K07608	Cytoskeleton proteins
18039	366482.5	110.038401595	199000000.0	177.2576635	543.0	Nefl	K04572	Cytoskeleton proteins
17189	942857.14	283.098081404	330000000.0	293.944869121	350	Mb		Hemoglobin
12960	6828.0	2.05014483937	2389800.0	2.12869529766	350			
110187	29714.286	8.92187904193	10400000.0	9.26371708746	350			
20617	236428.57	70.9889883808	33100000.0	29.4835611149	140.0	Snca	K04528	Synaptic vesicle cycle
18823	8855.7143	2.65897729511	3099500.0	2.76085491467	350			
12962	78857.143	23.6772941957	27600000.0	24.5844799629	350	Crybb3		Crystallins
19194	15796.857	4.74309385717	5528900.0	4.92482359662	350			
G3UXD0	41142.857	12.3533708195	14400000.0	12.826685198	350			
12373	16432.0	4.93379906275	5751200.0	5.12283554937	350			
21956	170099.67	51.0733685747	51200001.0	45.6059927059	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	48857.143	14.6696279419	17100000.0	15.2316886727	350			
22349	153567.11	46.1093758147	127000000.0	113.12423751	827.0	Vil1	K05761	Cytoskeleton proteins
218038	13116.472	3.93829340678	8997899.8	8.01480751236	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	150236.97	45.1094828247	31700001.0	28.2365231669	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	336501.9	101.036560299	88500000.0	78.8306694462	263.0	Ctrb1	K01310	Pancreatic secretion
19752	1302013.4	390.936738839	194000000.0	172.803953362	149.0	RnaSe1	K01168	Other enzymes
11723	4942857.1	1484.12023657	1730000000.0	1540.98370782	350			
21924	467701.86	140.430075372	75299999.0	67.0728737906	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	46000.0	13.8117549225	16100000.0	14.340946645	350			
16204	890625.0	267.41509191	114000000.0	101.544591151	128.0	Fabp6	K08755	PPAR signaling pathway
19660	90000.0	27.0229987614	31500000.0	28.0583738707	350			
22003	258802.82	77.7069809368	73500001.0	65.4695399223	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	12640845.0	3795.4837642	3590000000.0	3197.76387923	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	528169.01	158.585672256	150000000.0	133.611304146	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	4775.0	1.43372021206	1356100.0	1.20793526368	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	24691.549	7.41377442271	7012399.9	6.24623930555	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	222764.23	66.8861945708	54800001.0	48.8126640054	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	42285.714	12.6965199672	14800000.0	13.1829820091	350			
12716	76555.024	22.9860702081	32000000.0	28.5037448845	418.0	Ckmt1	K00933	Amino acid metabolism
19293	334285.71	100.37113697	117000000.0	104.216817234	350	Pvalb		Blood proteins
17906	975903.61	293.020467159	162000000.0	144.300208478	166.0	Myl2	K10351	Cardiac muscle contraction
12409	227459.02	68.2958312859	55500001.0	49.4361834248	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	108857.14	32.6849595488	38099999.0	33.9372703624	350			
56727	28475.439	8.54990836475	8115500.1	7.22881701439	285.0	Miox	K00469	Carbohydrate metabolism
109901	684210.53	205.438003386	182000000.0	162.115049031	266.0	CelA1	K01326	Peptidases
12613	228714.52	68.6728021186	137000000.0	122.031657787	599.0	Cel	K12298	Lipid and steroid metabolism
12307	193428.57	58.0780000837	67700000.0	60.3032352713	350			
12308	52571.429	15.7848628972	18400000.0	16.3896533086	350			
12970	22043.429	6.61866171738	7715200.2	6.8722530698	350	Crygs		Crystallins
22227	475570.03	142.792537018	146000000.0	130.048336036	307.0	Ucp1	K08769	PPAR signaling pathway
59006	4804.2857	1.44251340578	1681500.0	1.49778271948	350			
109697	565632.46	169.834280733	237000000.0	211.105860551	419.0	Cpa1	K08779	Pancreatic secretion
55948	75806.452	22.7613073167	18800000.0	16.7459501196	248.0	Sfn	K06644	Cell cycle
215384	79714.286	23.9346561316	27900000.0	24.8517025712	350			
13706	289667.9	86.9743922547	78500001.0	69.9232500605	271.0	Cela2a	K01346	Pancreatic secretion
26950	377142.86	113.239233763	132000000.0	117.577947649	350			
16618	3594.4061	1.07924035098	938139.99	0.835640716903	261.0	Klk1b26	K01325	Endocrine and other factor-regulated calcium reabsorption
18378	12351.429	3.70858500632	4323000.2	3.85067796364	350			
12797	152571.43	45.8104173768	53400000.0	47.565624276	350			
12957	100285.71	30.1113401902	35099998.0	31.2650433887	350	Cryba1		Crystallins
