!!SBtab TableType='Proteomaps' Organism='sce' ProteinIdentifier='http://http://identifiers.org/sgd/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
YHR174W	3055113.0	61102.2453355	1335084400.0	76949.703189	437.0	Eno2	K01689	Glycolysis
YKL060C	2044661.0	40893.2101856	734033300.0	42307.1714162	359.0	Fba1	K01624	Glycolysis
YGR192C	2003699.0	40073.9703822	665228070.0	38341.4730481	332.0	Tdh3	K00134	Glycolysis
YCR012W	1898620.0	37972.3908866	789825920.0	45522.8674045	416.0	Pgk1	K00927	Glycolysis
YGR254W	1842521.0	36850.4111559	805181680.0	46407.9209444	437.0	Eno1	K01689	Glycolysis
YLR044C	1335789.0	26715.7735882	752049210.0	43345.546913	563.0	Pdc1	K01568	Glycolysis
YOL086C	1291883.0	25837.653799	449575280.0	25911.9830605	348.0	Adh1	K13953	Glycolysis
YBR118W	1181716.0	23634.3143278	541225930.0	31194.4133807	458.0	Tef2	K03231	Translation factors
YJR009C	944141.0	18882.8154681	313454810.0	18066.464257	332.0	Tdh2	K00134	Glycolysis
YAL038W	917330.0	18346.5955968	458665000.0	26435.8834641	500.0	Pyk1	K00873	Glycolysis
YKL152C	802611.0	16052.2161475	198244920.0	11426.1598388	247.0	Gpm1	K01834	Glycolysis
YJR123W	708904.0	14178.0765973	159503400.0	9193.23099547	225.0	Rps5	K02989	Ribosome
YDR050C	677833.0	13556.6567464	168102580.0	9688.85834956	248.0	Tpi1	K01803	Glycolysis
YDL081C	637104.0	12742.0769419	67533024.0	3892.37276105	106.0	Rpp1a	K02942	Ribosome
YLR109W	607575.0	12151.4970836	106933200.0	6163.2642858	176.0	Ahp1	K14171	Sulfur relay system
YML028W	604945.0	12098.8970963	118569220.0	6833.92472143	196.0	Tsa1	K03386	Other enzymes
YDR450W	566935.0	11338.6972787	88441860.0	5097.48662818	156.0	Rps18a	K02964	Ribosome
YDR471W	549833.0	10996.6573608	74777288.0	4309.90738629	136.0	Rpl27b	K02901	Ribosome
YIL069C	544565.0	10891.2973861	73516275.0	4237.22690552	135.0	Rps24b	K02974	Ribosome
YJL189W	487108.0	9742.15766188	24842508.0	1431.8372809	51.0	Rpl39	K02924	Ribosome
YKL006W	431106.0	8622.11793069	59492628.0	3428.95180749	138.0	Rpl14a	K02875	Ribosome
YMR194W	421475.0	8429.49797692	42147500.0	2429.23789324	100.0	Rpl36a	K02920	Ribosome
YBR196C	413586.0	8271.71801479	229126640.0	13206.076665	554.0	Pgi1	K01810	Glycolysis
YFL039C	412196.0	8243.91802146	154573500.0	8909.08840362	375.0	Act1	K05692	Cytoskeleton proteins
YNL209W	403594.0	8071.87806275	141257900.0	8141.62271547	350	Ssb2	K03283	Chaperones and folding catalysts
YDL229W	395322.0	7906.43810245	138362700.0	7974.75327959	350	Ssb1	K03283	Chaperones and folding catalysts
YBL072C	394211.0	7884.21810779	78842200.0	4544.19502525	200.0	Rps8a	K02995	Ribosome
YOL040C	393827.0	7876.53810963	55923434.0	3223.23566032	142.0	Rps15	K02958	Ribosome
YLR048W	384164.0	7683.27815601	96809328.0	5579.75889429	252.0	Rps0b	K02998	Ribosome
YDR382W	376209.0	7524.1781942	41382990.0	2385.17414897	110.0	Rpp2b	K02943	Ribosome
YLR264W	369224.0	7384.47822773	53537480.0	3085.71742392	145.0	Rps28b	K02979	Ribosome
YDR226W	365922.0	7318.43824357	81234684.0	4682.08962853	222.0	Adk1	K00939	Purine metabolism
YLR367W	334127.0	6682.53839619	43436510.0	2503.53202544	130.0	Rps22b	K02957	Ribosome
YGL253W	328075.0	6561.49842524	159444450.0	9189.83331888	486.0	Hxk2	K00844	Glycolysis
YDR385W	321782.0	6435.63845545	270940440.0	15616.0812305	842.0	Eft2	K03234	Translation factors
YHR203C	320612.0	6412.23846106	83679732.0	4823.01384118	261.0	Rps4b	K02987	Ribosome
YAL003W	318239.0	6364.77847245	66193712.0	3815.17939344	208.0	Efb1	K03232	Translation factors
YLL024C	307754.0	6155.07852278	196654810.0	11334.5113314	639.0	Ssa2	K03283	Chaperones and folding catalysts
YDR155C	301056.0	6021.11855493	208029700.0	11990.1211261	691.0	Cpr1	K01802	Other enzymes
YGR148C	278237.0	5564.73866446	43126735.0	2485.67765286	155.0	Rpl24b	K02896	Ribosome
YIL018W	274236.0	5484.71868367	99273432.0	5721.78142967	362.0	Rpl2b	K02938	Ribosome
YBR031W	268388.0	5367.75871174	97156456.0	5599.76616617	362.0	Rpl4a	K02930	Ribosome
YLR075W	266723.0	5334.45871973	58945783.0	3397.43353012	221.0	Rpl10	K02866	Ribosome
YML024W	265650.0	5312.99872488	36128400.0	2082.3175349	136.0	Rps17a	K02962	Ribosome
YDR099W	264719.0	5294.37872935	92651650.0	5340.12454005	350	Bmh2	K06630	Cell cycle
YBR189W	261028.0	5220.55874707	50900460.0	2933.72860112	195.0	Rps9b	K02997	Ribosome
YOR096W	260253.0	5205.05875079	67926033.0	3915.024457	261.0	Rps7a	K02993	Ribosome
YGR085C	259472.0	5189.43875453	45148128.0	2602.18383882	174.0	Rpl11b	K02868	Ribosome
YAL005C	255901.0	5118.01877168	164288440.0	9469.02435186	642.0	Ssa1	K03283	Chaperones and folding catalysts
YBR084C-A	254427.0	5088.53877875	48086703.0	2771.55326149	189.0	Rpl19a	K02885	Ribosome
YEL034W	254037.0	5080.73878062	39883809.0	2298.76647843	157.0	Hyp2	K03263	Translation factors
YPL131W	250125.0	5002.4987994	74287125.0	4281.65606573	297.0	Rpl5	K02932	Ribosome
YPL061W	244734.0	4894.67882528	122367000.0	7052.81578463	500.0	Ald6	K00128	Glycolysis
YIL053W	242484.0	4849.67883608	65713164.0	3787.48224862	271.0	Rhr2	K06116	Lipid and steroid metabolism
YLR344W	232443.0	4648.85888427	29752704.0	1714.84420151	128.0	Rpl26a	K02898	Ribosome
YMR116C	232029.0	4640.57888626	81210150.0	4680.6755726	350	Asc1		Ribosome
YLR029C	231970.0	4639.39888654	47321880.0	2727.47147697	204.0	Rpl15a	K02877	Ribosome
YLL050C	231000.0	4619.9988912	36036000.0	2076.99191461	156.0	Cof1	K05765	Regulation of actin cytoskeleton
YHL033C	225688.0	4513.7589167	57776128.0	3330.01861232	256.0	Rpl8a	K02936	Ribosome
