Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P04406	1639.29	13609.8198233	549162.15	10315.986929	335.0	GapDh	K00134	Glycolysis
P07737	1454.05	12071.9082737	203567.0	3823.99717674	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P62937	188.302	1563.33308467	31069.83	583.645395382	165.0	PpiA	K03767	Chaperones and folding catalysts
P14618	47.9878	398.407427432	25481.522	478.669274425	531.0	Pkm2	K00873	Glycolysis
P06576	343.63	2852.90728661	181780.27	3414.73440816	529.0	Atp5b	K02133	Oxidative phosphorylation
P11142	402.323	3340.19212022	259900.66	4882.22251186	646.0	HspA8	K03283	Chaperones and folding catalysts
Q06830	479.718	3982.74591194	95463.882	1793.2848411	199.0	PrdX1	K13279	Peroxisome
P00558	323.218	2683.44145553	134781.91	2531.87227456	417.0	Pgk1	K00927	Glycolysis
P37802	143.449	1190.95159723	50207.15	943.139113176	350			
P07195	193.122	1603.35000147	64502.748	1211.68129532	334.0	LdhB	K00016	Glycolysis
P00338	397.972	3304.06896565	143667.89	2698.79501956	361.0	LdhA	K00016	Glycolysis
P68104	1.22598	10.1784107186	566.40276	10.6398510325	462.0	Eef1a1	K03231	Translation factors
P23396	648.64	5385.18110289	157619.52	2960.87577789	243.0	Rps3	K02985	Ribosome
P62258	131.537	1092.05501778	33541.935	630.083779504	255.0	YwhAe	K06630	Cell cycle
P06744	127.237	1056.35527872	72397.853	1359.99049686	569.0	Gpi	K01810	Glycolysis
P04075	132.179	1097.38507184	48113.156	903.803527624	364.0	AldOa	K01623	Glycolysis
P10809	113.92	945.794017085	65276.16	1226.20980585	573.0	HspD1	K04077	Chaperones and folding catalysts
P62304	27.2404	226.157016705	2506.1168	47.0772942951	92.0	SnrPe	K11097	Spliceosome
H0YC77	139.369	1157.07835645	48779.15	916.314195737	350			
P63220	11.5459	95.8571202761	1119.9523	21.0382548904	97.0	Rps21	K02971	Ribosome
P62829	1285.93	10676.1314992	180030.2	3381.85941988	140.0	Rpl23	K02894	Ribosome
P09669	48.3138	401.113965788	3623.535	68.067946228	75.0	Cox6c	K02268	Oxidative phosphorylation
P62906	55.2586	458.771535046	11991.116	225.25258873	217.0	Rpl10a	K02865	Ribosome
P50990	93.1489	773.346842679	51045.597	958.889303339	548.0	Cct8	K09500	Chaperones and folding catalysts
P25705	155.392	1290.1055469	85931.776	1614.22464749	553.0	Atp5a1	K02132	Oxidative phosphorylation
Q99873	63.858	530.166031803	23052.738	433.04467339	361.0	PrmT1	K11434	Chromosome-related
P13639	1025.71	8515.71612767	880059.18	16531.8731409	858.0	Eef2	K03234	Translation factors
P46777	216.738	1799.41628928	64371.186	1209.20990891	297.0	Rpl5	K02932	Ribosome
F5H6T1	59.2524	491.929120593	20738.34	389.568808354	350	F5H6T1		Cytoskeleton proteins
Q15233	33.6969	279.760590013	15871.24	298.140548081	471.0			
P40926	106.408	883.427403177	35965.904	675.617930975	338.0	Mdh2	K00026	TCA cycle and anaplerotic enzymes
O00231	22.0642	183.182833144	9311.0924	174.908462815	422.0	PsmD11	K03036	Proteasome
P18124	0.472201	3.9203377867	117.10585	2.19982826185	248.0	Rpl7	K02937	Ribosome
P06748	1.33702	11.1002942128	393.08388	7.38406346481	294.0	Npm1	K11276	Chromosome-related
O15145	20.6509	171.449242165	3675.8602	69.0508728177	178.0	ArpC3	K05756	Regulation of actin cytoskeleton
P78371	56.1297	466.003637998	30029.39	564.100775563	535.0	Cct2	K09494	Chaperones and folding catalysts
P62942	86.6602	719.475936441	12565.729	236.046668761	145.0	FkbP1a	K09568	Chaperones and folding catalysts
P46778	5.91308	49.0919565181	946.0928	17.7723117997	160.0	Rpl21	K02889	Ribosome
F8VZ69	43.0178	357.145170893	15056.23	282.830620937	350			
P61978	50.9314	422.845974383	23632.17	443.929278125	464.0	HnrNpk	K12886	Spliceosome
P62847	305.736	2538.3012606	88357.704	1659.79559869	289.0	Rps24	K02974	Ribosome
P62910	7.0244	58.3184295436	1074.7332	20.188816078	153.0	Rpl32	K02912	Ribosome
P07437	828.208	6876.00220595	367724.35	6907.68580476	444.0	TubB	K07375	Cytoskeleton proteins
P28066	105.46	875.556856055	25415.86	477.435816632	241.0	PsmA5	K02729	Proteasome
F8WDR7	44.0469	365.689031699	15416.415	289.596680382	350			
P22626	316.42	2627.00265876	111696.26	2098.20935069	353.0			
H0YB22	137.904	1144.91553838	48266.4	906.68220945	350			
D6R970	107.935	896.104961675	37777.25	709.64398623	350			
P62888	414.388	3440.3589462	47654.62	895.189948953	115.0	Rpl30	K02908	Ribosome
P25786	34.829	289.159584103	9160.027	172.070705894	263.0	PsmA1	K02725	Proteasome
P07237	155.6	1291.832418	79044.8	1484.85310505	508.0	P4hB	K09580	Chaperones and folding catalysts
Q12906	63.3518	525.963425312	56889.916	1068.67457971	898.0			
P46782	290.771	2414.05786641	59317.284	1114.27258125	204.0	Rps5	K02989	Ribosome
P61604	33.3514	276.892157491	3401.8428	63.9034679634	102.0	HspE1	K04078	Chaperones and folding catalysts
P62750	4.5367	37.6648851589	880.1198	16.533011885	194.0	Rpl23a	K02893	Ribosome
P54819	48.4255	402.041328777	11573.694	217.411334747	239.0	Ak2	K00939	Purine metabolism
P60174	163.122	1354.28205455	46652.892	876.372532358	286.0	Tpi1	K01803	Glycolysis
B1AHC8	28.6966	238.246774848	17476.229	328.290196132	609.0	XrcC6	K10884	Non-homologous end-joining
P50991	133.339	1107.01569912	71869.721	1350.06956037	539.0	Cct4	K09496	Chaperones and folding catalysts
Q06323	157.03	1303.7046568	39257.5	737.45041763	250.0	PsmE1	K06696	Proteasome
P42224	159.246	1322.10247581	119434.5	2243.57185008	750.0	StaT1	K11220	Transcription factors
P49368	109.974	913.0332798	59935.83	1125.89194076	545.0	Cct3	K09495	Chaperones and folding catalysts
O15144	167.765	1392.82947047	50329.5	945.437452566	300.0	ArpC2	K05758	Regulation of actin cytoskeleton
P23284	163.267	1355.48588296	35265.672	662.464103532	216.0	PpiB	K03768	Chaperones and folding catalysts
P62899	9.02946	74.9649687983	1173.8298	22.0503413676	130.0	Rpl31	K02910	Ribosome
P27635	125.239	1039.76735346	28804.97	541.100099505	230.0	Rpl10	K02866	Ribosome
P48047	22.9641	190.654041325	4891.3533	91.8838574505	213.0	Atp5o	K02137	Oxidative phosphorylation
P38646	56.8215	471.747144854	38695.442	726.892182724	681.0	HspA9	K04043	Chaperones and folding catalysts
P47756	102.72	852.808650236	34308.48	644.483293747	334.0	CapZb	K10365	Cytoskeleton proteins
P20618	60.4906	502.208984988	14578.235	273.851505803	241.0	PsmB1	K02732	Proteasome
