!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1148.3331	76.00592398720639	401916.59	63.82952481990044		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1404.1068	92.9350853952739	491437.38	78.0465778835774					
YAL003W	12138.586	803.4292879201754	2524825.9	400.9748327382492	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	10464.972	692.6560475877976	6718512.0	1066.9861337567552	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2575.8557	170.4908554288057	901549.49	143.17765670813336		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2996.8354	198.35467915587319	1048892.4	166.57760626204788					
YAL009W	826.64602	54.71408475506514	289326.11	45.94870821154769					
YAL010C	724.49139	47.95266941075329	253571.99	40.27049400806408		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1212.5981	80.25949876009922	757873.81	120.36011045413058	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1102.7761	72.99059517792172	434493.78	69.0032016707804	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1945.0107	128.73645758230177	680753.74	108.11245125156454					
YAL014C	2305.744	152.61268981792583	587964.72	93.37636122078418	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	685.91596	45.399437077422654	273680.47	43.46397931119742	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	4536.3089	300.2494219106702	2880556.2	457.46938055733926	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	4224.9986	279.64440146996844	1478749.5	234.84444350173595		PSK1	K08286	Other enzymes	Psk1p
YAL018C	159.5662	10.561374977458518	55848.17	8.869407836986822					
YAL019W	495.58511	32.80181003216864	173454.79	27.5468520058742		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	1058.797	70.07970448633951	370578.95	58.85270445481647		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1997.2767	132.1958419918562	1671720.6	265.4907365969612	837.0	CCR4	K12603	RNA degradation	Ccr4p
