!!SBtab TableType='Proteomaps' Organism='eco'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b3986	109420.2	44217.1675947	13239844.0	18489.3125369	121.0	RplL	K02935	Ribosome
b3980	87672.53	35428.841772	34542977.0	48238.9292282	394.0	TufB	K02358	Translation factors
b1094	75918.7	30679.0691433	26571545.0	37106.9024751	350	AcpP	K02078	Lipid and steroid metabolism
b4142	64668.67	26132.8842345	9441625.8	13185.1380026	146.0	GroS	K04078	Chaperones and folding catalysts
b1779	49090.58	19837.7118958	16248982.0	22691.5442965	331.0	GapA	K00134	Glycolysis
b3829	41263.67	16674.8243191	31071544.0	43391.1070266	753.0	MetE	K00549	Amino acid metabolism
b1823	40354.68	16307.4975991	2784472.9	3888.48914675	69.0	CspC	K03704	Chaperones and folding catalysts
b3318	37317.23	15080.0511522	3731723.0	5211.31463846	100.0	RplW	K02892	Ribosome
b2609	29550.86	11941.6280466	2423170.5	3383.93388205	82.0	RpsP	K02959	Ribosome
b3236	29034.27	11732.8718334	9058692.2	12650.3749788	312.0	Mdh	K00024	TCA cycle and anaplerotic enzymes
b3303	28222.73	11404.9250722	4713195.9	6581.93193536	167.0	RpsE	K02988	Ribosome
b3298	27437.39	11087.5658424	3237612.0	4521.29346397	118.0	RpsM	K02952	Ribosome
b0605	25610.33	10349.2431358	4789131.7	6687.9755367	187.0	AhpC	K03386	Other enzymes
b3340	24623.18	9950.33162775	17334719.0	24207.7653883	704.0	FusA	K02355	Translation factors
b2414	24399.67	9860.01028736	7881093.4	11005.8697825	323.0	CysK	K01738	Amino acid metabolism
b3297	23941.87	9675.01136281	3088501.2	4313.06169147	129.0	RpsK	K02948	Ribosome
b2913	23461.62	9480.94029789	9619264.2	13433.2082892	410.0	SerA	K00058	Amino acid metabolism
b3315	22984.52	9288.14216135	2528297.2	3530.74228948	110.0	RplV	K02890	Ribosome
b3231	22513.86	9097.94645617	3196968.1	4464.5346555	142.0	RplM	K02871	Ribosome
b3312	21711.37	8773.6568385	1367816.3	1910.14207296	63.0	RpmC	K02904	Ribosome
b3305	21615.13	8734.76584571	3825878.0	5342.80117425	177.0	RplF	K02933	Ribosome
b2185	21500.5	8688.44337581	2021047.0	2822.37235082	94.0	RplY	K02897	Ribosome
b3774	21100.49	8526.79763572	10360341.0	14468.1147858	491.0	IlvC	K00053	Amino acid metabolism
b0911	20651.77	8345.46797773	11503036.0	16063.8771671	557.0	RpsA	K02945	Ribosome
b3309	20543.12	8301.56205123	2136484.5	2983.57968951	104.0	RplX	K02895	Ribosome
b3341	20417.8	8250.91970692	3185176.8	4448.06822048	156.0	RpsG	K02992	Ribosome
b1656	19637.41	7935.56079312	3790020.1	5292.72596792	193.0	SodB	K04564	Other enzymes
b1136	19479.77	7871.85779953	8103584.3	11316.5761464	416.0	Icd	K00031	TCA cycle and anaplerotic enzymes
b2518	19029.95	7690.08362687	2721282.9	3800.24493033	143.0	Ndk	K00940	Purine metabolism
b4203	18725.37	7567.00155513	2790080.1	3896.31954666	149.0	RplI	K02939	Ribosome
b3296	18021.27	7282.47175439	3712381.6	5184.3045627	206.0	RpsD	K02986	Ribosome
b3295	17803.54	7194.48613655	5857364.7	8179.75246392	329.0	RpoA	K03040	RNA polymerase
b2606	17795.89	7191.39473906	2046527.3	2857.95534033	115.0	RplS	K02884	Ribosome
b3186	17757.45	7175.86097178	1829017.4	2554.20489426	103.0	RplU	K02888	Ribosome
b3321	17655.98	7134.85651378	1818565.9	2539.60947682	103.0	RpsJ	K02946	Ribosome
b3308	17624.22	7122.02216287	3154735.4	4405.55710338	179.0	RplE	K02931	Ribosome
b1237	17549.26	7091.73050847	2404248.6	3357.50963394	137.0	Hns	K03746	Chromosome-related
b3314	17407.9	7034.60633203	4056040.7	5664.22113166	233.0	RpsC	K02982	Ribosome
b3320	16983.19	6862.97921702	3549486.7	4956.82342948	209.0	RplC	K02906	Ribosome
b2925	16325.84	6597.34128986	5860976.6	8184.79644691	359.0	FbaA	K01624	Glycolysis
b2094	16057.25	6488.80292999	2408587.5	3363.56886531	150.0	GatA	K02773	Transport
b2323	16042.49	6482.83835129	6513250.9	9095.69112154	406.0	FabB	K00647	Lipid and steroid metabolism
b3317	15111.52	6106.62941989	4125445.0	5761.14355719	273.0	RplB	K02886	Ribosome
b0170	15094.06	6099.57375973	4271619.0	5965.27411724	283.0	Tsf	K02357	Translation factors
b4000	15025.7	6071.94919336	1352313.0	1888.49186627	90.0	HupA	K05787	Transcription factors
b3433	14970.8	6049.76387017	5494283.6	7672.71326209	367.0	Asd	K00133	Amino acid metabolism
b2926	14681.75	5932.9575374	5681837.2	7934.63002846	387.0	Pgk	K00927	Glycolysis
b3319	14669.26	5927.91027534	2948521.3	4117.58113142	201.0	RplD	K02926	Ribosome
b3984	14447.57	5838.32440469	3380731.4	4721.15830503	234.0	RplA	K02863	Ribosome
b4200	13860.74	5601.18390906	1815756.9	2535.68673582	131.0	RpsF	K02990	Ribosome
b0014	13814.81	5582.62340097	8813848.8	12308.4535676	638.0	DnaK	K04043	Chaperones and folding catalysts
b3261	13782.09	5569.40110999	1350644.8	1886.1622413	98.0	Fis	K03557	Transcription factors
b3636	13631.11	5508.38945068	749711.05	1046.96414216	55.0	RpmG	K02913	Ribosome
b3609	13475.06	5445.32898284	2088634.3	2916.75735364	155.0	SecB	K03071	Chaperones and folding catalysts
b0169	13099.68	5293.63633037	3157022.9	4408.75157473	241.0	RpsB	K02967	Ribosome
b0623	13020.78	5261.75250524	898433.82	1254.65403457	69.0	CspE	K03704	Chaperones and folding catalysts
b0004	12922.78	5222.15028897	5530949.8	7723.91725145	428.0	ThrC	K01733	Amino acid metabolism
b3870	12717.43	5139.16748172	5964474.7	8329.33053038	469.0	GlnA	K01915	Amino acid metabolism
b3294	12696.08	5130.53985604	1612402.2	2251.70388797	127.0	RplQ	K02879	Ribosome
b3165	12562.91	5076.72529338	1118099.0	1561.41430807	89.0	RpsO	K02956	Ribosome
b3983	12449.73	5030.98877464	1767861.7	2468.80155788	142.0	RplK	K02867	Ribosome
b3316	12179.99	4921.98569489	1120559.1	1564.84981364	92.0	RpsS	K02965	Ribosome
b2942	11978.78	4840.67587923	4599851.5	6423.64759032	384.0	MetK	K00789	Amino acid metabolism
b4143	11649.26	4707.51544755	6383794.5	8914.90652623	548.0	GroL	K04077	RNA degradation
b0166	11485.99	4641.53734704	3147161.3	4394.97994687	274.0	DapD	K00674	Amino acid metabolism
b2779	11282.75	4559.40719976	4874148.0	6806.69996739	432.0	Eno	K01689	Glycolysis
b3556	11070.18	4473.50675984	774912.6	1082.15786003	70.0	CspA	K03704	Chaperones and folding catalysts
b3928	11053.66	4466.83095767	3868781.0	5402.71479376	350	ZapB	K09892	Cell cycle
b0008	10547.61	4262.33400317	3343592.4	4669.2940551	317.0	TalB	K00616	Pentose phosphate metabolism
b4090	10409.04	4206.33727758	1550947.0	2165.88230278	149.0	RpiB	K01808	Pentose phosphate metabolism
b0729	10260.17	4146.17827823	2965189.1	4140.85755096	289.0	SucD	K01902	TCA cycle and anaplerotic enzymes
b1324	10163.69	4107.19030042	1707499.9	2384.50689508	168.0	Tpx	K11065	Other enzymes
b0436	10042.87	4058.36642523	3515004.5	4908.66937474	350	Tig	K03545	Chaperones and folding catalysts
b0118	9926.15	4011.19937745	8586119.8	11990.4322484	865.0	AcnB	K01682	TCA cycle and anaplerotic enzymes
b0023	9652.35	3900.55563445	839754.45	1172.7088688	87.0	RpsT	K02968	Ribosome
b2093	9635.27	3893.6535339	905715.38	1264.82266183	94.0	GatB	K02774	Transport
b2417	9435.59	3812.96199774	1594614.7	2226.86381835	169.0	Crr	K02777	Transport
b4202	9413.13	3803.88581634	705984.75	985.900792263	75.0	RpsR	K02963	Ribosome
b3065	9386.08	3792.95479644	666411.68	930.637387401	71.0	RpsU	K02970	Ribosome
b3637	9283.19	3751.3765104	724088.82	1011.18294879	78.0	RpmB	K02902	Ribosome
b3919	9105.73	3679.66417062	2321961.1	3242.59594572	255.0	TpiA	K01803	Glycolysis
b3313	9058.83	3660.71168141	1232000.9	1720.4771964	136.0	RplP	K02878	Ribosome
b3172	8869.39	3584.15817274	3964617.3	5536.54924853	447.0	ArgG	K01940	Amino acid metabolism
b0002	8864.15	3582.04066648	7268603.0	10150.5329348	820.0	ThrA	K12524	Amino acid metabolism
b3230	8851.91	3577.09443049	1150748.3	1607.0087359	130.0	RpsI	K02996	Ribosome
b0728	8812.38	3561.12018958	3419203.4	4774.88407642	388.0	SucC	K01903	TCA cycle and anaplerotic enzymes
b3302	8799.16	3555.77793143	519150.44	724.988507329	59.0	RpmD	K02907	Ribosome
b2480	8687.12	3510.50209153	1355190.7	1892.51054615	156.0	Bcp	K03564	Other enzymes
b2029	8435.17	3408.68802634	3947659.6	5512.86798649	468.0	Gnd	K00033	Pentose phosphate metabolism
b0928	8329.33	3365.91763277	3298414.7	4606.2038393	396.0	AspC	K00813	Amino acid metabolism
b4226	8324.05	3363.78396235	1465032.8	2045.90396352	176.0	Ppa	K01507	Oxidative phosphorylation
b0907	8305.57	3356.31611585	3006616.3	4198.71023021	362.0	SerC	K00831	Amino acid metabolism
b0720	8268.3	3341.25515054	3530564.1	4930.39820382	427.0	GltA	K01647	TCA cycle and anaplerotic enzymes
b2309	8230.56	3326.00425624	2139945.6	2988.41308178	260.0	HisJ	K10014	Transport
b0116	7569.96	3059.05299026	3588161.0	5010.83171084	474.0	Lpd	K00382	Glycolysis
b0071	7290.97	2946.31194622	1465485.0	2046.53545639	201.0	LeuD	K01704	Amino acid metabolism
b0220	7170.32	2897.55676875	2509612.0	3504.6485906	350			
