Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
b3986	109420.2	44217.1675947	13239844.0	18489.3125369	121	RplL	K02935	Ribosome
b3980	87672.53	35428.841772	34542977.0	48238.9292282	394	TufB	K02358	Translation factors
b1094	75918.7	30679.0691433	26571545.0	37106.9024751	350	AcpP	K02078	Fatty acid biosynthesis
b4142	64668.67	26132.8842345	9441625.8	13185.1380026	146	GroS	K04078	Chaperones and folding catalysts
b1779	49090.58	19837.7118958	16248982.0	22691.5442965	331	GapA	K00134	Glycolysis / Gluconeogenesis
b3829	41263.67	16674.8243191	31071544.0	43391.1070266	753	MetE	K00549	Cysteine and methionine metabolism
b1823	40354.68	16307.4975991	2784472.9	3888.48914675	69	CspC	K03704	Transcription factors
b3318	37317.23	15080.0511522	3731723.0	5211.31463846	100	RplW	K02892	Ribosome
b2609	29550.86	11941.6280466	2423170.5	3383.93388205	82	RpsP	K02959	Ribosome
b3236	29034.27	11732.8718334	9058692.2	12650.3749788	312	Mdh	K00024	Citrate cycle
b3303	28222.73	11404.9250722	4713195.9	6581.93193536	167	RpsE	K02988	Ribosome
b3298	27437.39	11087.5658424	3237612.0	4521.29346397	118	RpsM	K02952	Ribosome
b0605	25610.33	10349.2431358	4789131.7	6687.9755367	187	AhpC	K03386	Other enzymes
b3340	24623.18	9950.33162775	17334719.0	24207.7653883	704	FusA	K02355	Translation factors
b2414	24399.67	9860.01028736	7881093.4	11005.8697825	323	CysK	K01738	Cysteine and methionine metabolism
b3297	23941.87	9675.01136281	3088501.2	4313.06169147	129	RpsK	K02948	Ribosome
b2913	23461.62	9480.94029789	9619264.2	13433.2082892	410	SerA	K00058	Glycine, serine and threonine metabolism
b3315	22984.52	9288.14216135	2528297.2	3530.74228948	110	RplV	K02890	Ribosome
b3231	22513.86	9097.94645617	3196968.1	4464.5346555	142	RplM	K02871	Ribosome
b3312	21711.37	8773.6568385	1367816.3	1910.14207296	63	RpmC	K02904	Ribosome
b3305	21615.13	8734.76584571	3825878.0	5342.80117425	177	RplF	K02933	Ribosome
b2185	21500.5	8688.44337581	2021047.0	2822.37235082	94	RplY	K02897	Ribosome
b3774	21100.49	8526.79763572	10360341.0	14468.1147858	491	IlvC	K00053	Valine, leucine and isoleucine biosynthesis
b0911	20651.77	8345.46797773	11503036.0	16063.8771671	557	RpsA	K02945	Ribosome
b3309	20543.12	8301.56205123	2136484.5	2983.57968951	104	RplX	K02895	Ribosome
b3341	20417.8	8250.91970692	3185176.8	4448.06822048	156	RpsG	K02992	Ribosome
b1656	19637.41	7935.56079312	3790020.1	5292.72596792	193	SodB	K04564	Other enzymes
b1136	19479.77	7871.85779953	8103584.3	11316.5761464	416	Icd	K00031	
b2518	19029.95	7690.08362687	2721282.9	3800.24493033	143	Ndk	K00940	Purine metabolism
b4203	18725.37	7567.00155513	2790080.1	3896.31954666	149	RplI	K02939	Ribosome
b3296	18021.27	7282.47175439	3712381.6	5184.3045627	206	RpsD	K02986	Ribosome
b3295	17803.54	7194.48613655	5857364.7	8179.75246392	329	RpoA	K03040	Purine metabolism
b2606	17795.89	7191.39473906	2046527.3	2857.95534033	115	RplS	K02884	Ribosome
b3186	17757.45	7175.86097178	1829017.4	2554.20489426	103	RplU	K02888	Ribosome
b3321	17655.98	7134.85651378	1818565.9	2539.60947682	103	RpsJ	K02946	Ribosome
b3308	17624.22	7122.02216287	3154735.4	4405.55710338	179	RplE	K02931	Ribosome
b1237	17549.26	7091.73050847	2404248.6	3357.50963394	137	Hns	K03746	Chromosome-related
b3314	17407.9	7034.60633203	4056040.7	5664.22113166	233	RpsC	K02982	Ribosome
b3320	16983.19	6862.97921702	3549486.7	4956.82342948	209	RplC	K02906	Ribosome
b2925	16325.84	6597.34128986	5860976.6	8184.79644691	359	FbaA	K01624	Glycolysis / Gluconeogenesis
b2094	16057.25	6488.80292999	2408587.5	3363.56886531	150	GatA	K02773	Transporters
b2323	16042.49	6482.83835129	6513250.9	9095.69112154	406	FabB	K00647	Fatty acid biosynthesis
b3317	15111.52	6106.62941989	4125445.0	5761.14355719	273	RplB	K02886	Ribosome
b0170	15094.06	6099.57375973	4271619.0	5965.27411724	283	Tsf	K02357	Translation factors
b4000	15025.7	6071.94919336	1352313.0	1888.49186627	90	HupA	K05787	Transcription factors
b3433	14970.8	6049.76387017	5494283.6	7672.71326209	367	Asd	K00133	Glycine, serine and threonine metabolism
b2926	14681.75	5932.9575374	5681837.2	7934.63002846	387	Pgk	K00927	Glycolysis / Gluconeogenesis
b3319	14669.26	5927.91027534	2948521.3	4117.58113142	201	RplD	K02926	Ribosome
b3984	14447.57	5838.32440469	3380731.4	4721.15830503	234	RplA	K02863	Ribosome
b4200	13860.74	5601.18390906	1815756.9	2535.68673582	131	RpsF	K02990	Ribosome
b0014	13814.81	5582.62340097	8813848.8	12308.4535676	638	DnaK	K04043	RNA degradation
b3261	13782.09	5569.40110999	1350644.8	1886.1622413	98	Fis	K03557	Transcription factors
b3636	13631.11	5508.38945068	749711.05	1046.96414216	55	RpmG	K02913	Ribosome
b3609	13475.06	5445.32898284	2088634.3	2916.75735364	155	SecB	K03071	Chaperones and folding catalysts
b0169	13099.68	5293.63633037	3157022.9	4408.75157473	241	RpsB	K02967	Ribosome
b0623	13020.78	5261.75250524	898433.82	1254.65403457	69	CspE	K03704	Transcription factors
b0004	12922.78	5222.15028897	5530949.8	7723.91725145	428	ThrC	K01733	Glycine, serine and threonine metabolism
b3870	12717.43	5139.16748172	5964474.7	8329.33053038	469	GlnA	K01915	Alanine, aspartate and glutamate metabolism
b3294	12696.08	5130.53985604	1612402.2	2251.70388797	127	RplQ	K02879	Ribosome
b3165	12562.91	5076.72529338	1118099.0	1561.41430807	89	RpsO	K02956	Ribosome
b3983	12449.73	5030.98877464	1767861.7	2468.80155788	142	RplK	K02867	Ribosome
b3316	12179.99	4921.98569489	1120559.1	1564.84981364	92	RpsS	K02965	Ribosome
b2942	11978.78	4840.67587923	4599851.5	6423.64759032	384	MetK	K00789	Cysteine and methionine metabolism
b4143	11649.26	4707.51544755	6383794.5	8914.90652623	548	GroL	K04077	RNA degradation
b0166	11485.99	4641.53734704	3147161.3	4394.97994687	274	DapD	K00674	Lysine biosynthesis
