!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	973.77418	72.1154014834039	340820.96	60.79961318560762		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1549.4853	114.7511987862859	542319.85	96.74533251381237					
YAL003W	13057.423	967.0017148982449	2715944.0	484.50172968755174	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8675.8467	642.5125874450325	5569893.6	993.6225059778938	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2442.027	180.8507158593098	854709.45	152.47302849591009		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2636.0702	195.22109408511614	922624.57	164.58851876814606					
YAL009W	784.23875	58.07885799055878	274483.56	48.9655749863756					
YAL010C	615.70001	45.59727945804211	215495.0	38.44250847551311		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1234.1608	91.39901572157001	771350.5	137.6024879177766	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1941.2377	143.76345048522398	764847.65	136.44243378083613	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1792.3659	132.73835878834103	627328.07	111.9100890874604					
YAL014C	2054.536	152.15405331665985	523906.68	93.46057674784998	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	573.53336	42.474517572981476	228839.81	40.82311114160333	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3853.536	285.383717784292	2446995.4	436.5235453446325	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3610.4215	267.3792357041274	1263647.5	225.4241617151718		PSK1	K08286	Other enzymes	Psk1p
YAL018C	136.59434	10.115852188092086	47808.019	8.528551361307647					
YAL019W	560.96131	41.543461428917944	196336.46	35.02478492587874		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	1005.5265	74.46690283952891	351934.28	62.78213667010187		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2177.0205	161.22496428802486	1822166.2	325.05923379796985	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1219.8552	90.33957698448933	426949.32	76.1641933813525		FUN26	K15014	Alcoholism	Fun26p
YAL023C	5332.9294	394.94407703811606	4047693.4	722.0747016672241	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1161.8242	86.04193904189836	1667217.7	297.4177153194991	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	553.19763	40.96850173940484	193619.17	34.54004308103117		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1321.755	97.88603399578383	1790978.0	319.4955193598808	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	407.35572	30.167796495036523	142574.5	25.4341002094807		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	541.47079	40.100039839201614	189514.78	33.80785417937772					
YAL029C	2163.4971	160.22345342395508	757223.98	135.08243471547723		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2546.4694	188.5854717838202	300483.39	53.60372754275463	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1517.3893	112.37424530615631	531086.26	94.74135386565143					
YAL032C	970.17252	71.84867110356706	373516.42	66.63221022108779	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2082.0655	154.1928226596069	360197.33	64.2561957882187	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	2153.6493	159.49414876039512	753777.26	134.46756864984823					
YAL034W-A	629.09916	46.58958866240646	181809.66	32.43332511417971	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	5691.3424	421.48729200800904	5714107.8	1019.3491149748047	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	2014.7163	149.20510097080006	705150.71	125.79299819341091					
YAL037C-A	105.91283	7.843652475662792	37069.49	6.612887461462903					
YAL037W	237.02501	17.55350892314461	82958.754	14.799148953632367					
YAL038W	16547.394	1225.4606728369702	8273697.0	1475.9584540074125	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	3483.7885	258.00109668215424	937139.11	167.17779149822414	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4819.245	356.90183120473256	2795162.1	498.63357720449665	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1511.0426	111.90422378782573	1290430.4	230.2020074204031	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2979.5384	220.65753268506143	1042838.4	186.0336621758766					
YAL043C	1478.9548	109.5278775802079	517634.18	92.34161512733603		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	8439.8219	625.0331516973728	2953937.7	526.957818364174		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3673.2728	272.03385360871573	1285645.5	229.34842121745416					
YAL046C	3187.5006	236.05871897074826	1115625.2	199.01821947839161					
YAL047C	398.95439	29.54561396197268	139634.04	24.909546700248896		Spc72		Cytoskeleton proteins	
YAL048C	847.91992	62.794934095064754	296771.97	52.94164120754412		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	5546.1579	410.7352729858295	1941155.3	346.2858956009986					
YAL051W	1329.5108	98.46041011122468	465328.78	83.01076855170734					
YAL053W	2147.0016	159.001835897426	751450.56	134.05250479931817					
YAL054C	2468.4814	182.8098658513568	1760027.2	313.97415509934615	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1374.2289	101.77212631946816	480980.12	85.80283690876034					
YAL056W	1868.5133	138.37765425920404	653979.66	116.66451018521626					
YAL058W	640.17419	47.409779063111834	321367.44	57.32926766724959	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	613.53631	45.43704097832637	214737.71	38.30741426338094					
YAL060W	3719.4109	275.4507316421644	1420815.0	253.46153126353815	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	903.91418	66.9417359138048	376932.21	67.24155863300255	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	11203.165	829.6797742776654	5119846.4	913.3378436869777	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	172.1843	12.751560042020074	60264.505	10.750684443885483					
YAL064C-A	152.1244	11.265971522701422	53243.54	9.49820291754482					
YAL064W	149.58646	11.078017718010493	52355.261	9.339741361656655					
YAL064W-B	239.83927	17.76192633032898	83943.745	14.974863122711946					
YAL065C	291.32559	21.574880826311823	101963.96	18.189518998106124					
YAL067C	270.71963	20.04885240116816	94751.871	16.902942546176128					
YAL067W-A	109.38381	8.100705005275834	38284.334	6.829605486319286					
YAR002C-A	3953.2906	292.77130638190334	1383651.7	246.83190888145023					
YAR002W	1790.822	132.62402122359862	626787.7	111.81369159190406		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	711.02174	52.6565802386837	248857.61	44.394119499853524		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	1509.1091	111.76103337301296	937156.75	167.18093832691858	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	435.47122	32.2499636052865	119754.59	21.363218826685525	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1801.22	133.3940723915444	630427.0	112.46291232136385					
YAR015W	7589.1214	562.0322944558792	2322271.1	414.2737717542827	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	1535.0843	113.68469495193439	1228067.4	219.07696899232624	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	1020.4045	75.56873216023455	993873.98	177.2988185328752	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	574.24324	42.527089598669235	200985.13	35.85406883443747					
YAR027W	115.97659	8.588950623568728	40591.806	7.241239222215754					
YAR028W	120.17216	8.899664566509507	42060.256	7.503198439695821					
YAR029W	1366.3106	101.18571584022743	478208.71	85.30844050785025					
YAR031W	402.59438	29.815182970513835	140908.03	25.136815877597414					
YAR033W	157.05057	11.630791965286479	54967.699	9.805778485287144					
YAR035C-A	128.56695	9.521362762716418	44998.432	8.02734450240052					
YAR035W	5472.27	405.26331071500243	3759449.5	670.6543969327062	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	2118.4393	156.88657984104807	741453.76	132.26915915915015					
YAR050W	335.04914	24.812943025218846	117267.2	20.919489222022275		Flo1		Cell wall	
YAR068W	1383.9253	102.49021865884778	484373.86	86.40825178480706					
YBL001C	4444.9328	329.1811592691343	1555726.5	277.5286162640912					
YBL002W	8545.0495	632.8260576677641	1119401.5	199.6918798638116	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	9177.4002	679.6564476549083	1211416.8	216.10664099574916	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	2642.47	195.6950480632484	924864.5	164.9881035752625		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	562.43893	41.65289045438246	196853.63	35.117043735170284					
YBL006C	2408.9162	178.39860870297022	433604.92	77.35149684273037	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	3103.2604	229.82008996536405	1086141.1	193.75850224995074					
YBL008W	942.82947	69.82370980449997	791976.75	141.28203867507054	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	118.15848	8.75053621145382	41355.468	7.377470145937544					
YBL009W	1066.9662	79.01698100294858	373438.17	66.61825107452657		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	603.13711	44.66690094123254	211097.99	37.658118609428435					
YBL011W	3421.187	253.36497837188716	2596680.9	463.2261885726026	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	336.35588	24.90971708399952	134878.71	24.06123553837107	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	1142.6748	84.62377998867075	399936.18	71.3452747827761		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	14802.919	1096.269000284345	7786335.4	1389.0172143561927	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	142.79074	10.574742845628071	50405.131	8.991854454520283	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	3609.7708	267.3310464085915	1263419.8	225.38354193661604					
YBL018C	1704.8921	126.26025705198262	596712.23	106.44847889379022		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
