!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	827.20106	60.11394199801112	289520.37	50.41517071270041		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1064.8513	77.38434146192553	372697.96	64.89916850298025					
YAL003W	12499.078	908.3267493886152	2599808.2	452.71347996439204	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	9396.6067	682.8655056872421	6032621.5	1050.480982625184	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2991.1742	217.37311647635863	1046911.0	182.30218753175777		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1885.8199	137.04536124179427	660036.96	114.93448980840903					
YAL009W	799.7222	58.11701201799941	279902.77	48.740425181508705					
YAL010C	710.8278	51.65692261053661	248789.73	43.32260527822841		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1153.2463	83.80813872218798	720778.94	125.5116982139089	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	3348.4808	243.33912313005726	1319301.4	229.73445807113552	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1871.4298	135.99961108675268	655000.43	114.05746164023682					
YAL014C	2006.4169	145.80932615152753	511636.31	89.09297784976617	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	647.36826	47.045222636674794	258299.94	44.978650621993445	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3715.1153	269.98300227048026	2359098.2	410.7978256625751	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3093.9368	224.84102878290815	1082877.9	188.56522665230952		PSK1	K08286	Other enzymes	Psk1p
YAL018C	154.86445	11.254231909294088	54202.558	9.438476521134058					
YAL019W	563.09858	40.9212185696213	197084.5	34.31899700987258		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	1015.2533	73.7799803949591	355338.65	61.87633257228326		ATS1	K15462	Transfer RNA biogenesis	Ats1p
