SA0991	mutS2	K07456	recombination and DNA strand exchange inhibitor protein
SA0992	trxA	K03671	thioredoxin
SA0993	uvrC	K03703	excinuclease ABC subunit C
SA0994	sdhC	K00241	succinate dehydrogenase cytochrome b-558
SA0995	sdhA	K00239	succinate dehydrogenase flavoprotein subunit 
SA0996	sdhB	K00240	succinate dehydrogenase iron-sulfur subunit 
SA0997	murI	K01776	glutamate racemase
SA0017	vicR	K07668	response regulator
SA1095	xerC	K03733	hypothetical protein
SA2008	alsS	K01652	acetolactate synthase 
SA2430	aur	K01401	zinc metalloproteinase aureolysin
SA2435	pmi	K01809	mannose-6-phosphate isomerase
SA2492	vraD	K11631	hypothetical protein
SA2003	hysA	K01727	hyaluronate lyase
SA0460	pth	K01056	peptidyl-tRNA hydrolase 
SA0461	mfd	K03723	transcription-repair coupling factor
SA0483	clpC	K03696	endopeptidase
SA0469	ftsH	K03798	cell-division protein
SA0344	metE	K00549	5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase 
SA0865	ppnK	K00858	inorganic polyphosphate/ATP-NAD kinase 
SA2494	cspB	K03704	cold shock protein cspB
SA0869	fabI	K00208	enoyl-ACP reductase 
SAS042	rpmG	K02913	50S ribosomal protein L33
SA1561	murC	K01924	UDP-N-acetylmuramate--L-alanine ligase 
SAS047	rpmG	K02913	50S ribosomal protein L33
SA1720	lig	K01972	DNA ligase
SA1681	gsaB	K01845	glutamate-1-semialdehyde aminotransferase 
SA1569	trmB	K03439	tRNA (guanine-N(7)-)-methyltransferase
SA1858	ilvD	K01687	dihydroxy-acid dehydratase 
SA0901	sspA	K01318	serine protease
SA0638	uppP	K06153	UDP pyrophosphate phosphatase 
SA2316	srtA	K07284	sortase
SA1449	mnmA	K00566	tRNA-specific 2-thiouridylase MnmA
SA2312	ddh	K03778	D-lactate dehydrogenase 
SA1113	rbfA	K02834	ribosome-binding factor A
SA1112	infB	K02519	translation initiation factor IF-2
SA1446	alaS	K01872	alanyl-tRNA synthetase
SA1117	pnpA	K00962	polynucleotide phosphorylase
SA1116	rpsO	K02956	30S ribosomal protein S15
SA1115	ribC	K11753	riboflavin kinase / FAD synthase ribC
SA1114	truB	K03177	tRNA pseudouridine synthase B
SA2480	drp35	K02352	hypothetical protein
SA2482	pcp	K01304	pyrrolidone-carboxylate peptidase 
SA0241	ispD	K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 
SA1081	rpsP	K02959	30S ribosomal protein S16
SA0766	ermA	K00561	rRNA methylase
SA0765	ant(9)	K00984	O-nucleotidylltransferase(9)
SA1492	hemB	K01698	delta-aminolevulinic acid dehydratase 
SA1350	recN	K03631	DNA repair protein
SA1207	femB	K11695	FemB protein
SA1206	femA	K11694	factor essential for expression of methicillin resistance
SA1205	trpA	K01695	tryptophan synthase subunit alpha 
SA1204	trpB	K01696	tryptophan synthase subunit beta 
SA1203	trpF	K01817	N-(5'-phosphoribosyl)anthranilate isomerase
SA1202	trpC	K01609	indole-3-glycerol phosphate synthase
SA1201	trpD	K00766	anthranilate phosphoribosyltransferase
SA1200	trpG	K01658	anthranilate synthase component II
SA1367	gcvT	K00605	glycine cleavage system aminomethyltransferase T
SA1166	thrB	K00872	homoserine kinase
SA1164	dhoM	K00003	homoserine dehydrogenase
SA1165	thrC	K01733	threonine synthase
SA1160	nuc	K01174	thermonuclease
SA1614	menC	K02549	o-succinylbenzoic acid synthetase
SA1382	sodA	K04564	superoxide dismutase SodA
SA1381	pbp3	K12553	penicillin-binding protein 3
SA1193	fmtC	K14205	oxacillin resistance-related FmtC protein
SA1647	sem	K11040	enterotoxin SEM
SA0493	secE	K03073	preprotein translocase subunit SecE
SA0495	rplK	K02867	50S ribosomal protein L11
SA0494	nusG	K02601	transcription antitermination protein
SA0497	rplJ	K02864	50S ribosomal protein L10
SA0496	rplA	K02863	50S ribosomal protein L1
SA0498	rplL	K02935	50S ribosomal protein L7/L12
SA1645	yent1	K11040	enterotoxin Yent1
SA0162	aldA	K00128	hypothetical protein
SA1067	rpmB	K02902	50S ribosomal protein L28
SA1065	cfxE	K01783	hypothetical protein
SA0713	uvrB	K03702	excinuclease ABC subunit B
SA0015	dnaC	K02314	replicative DNA helicase
SA1310	ansA	K01424	L-asparaginase
SA1843	agrC	K07706	accessory gene regulator C
SA1842	agrB	K07813	accessory gene regulator B
SA1844	agrA	K07707	accessory gene regulator A
SA1847	scrR	K03484	sucrose operon repressor
SA1846	scrB	K01193	sucrose-6-phosphate hydrolase
SA1848	nrgA	K03320	ammonium transporter
SA1700	vraR	K07694	two-component response regulator
SA1701	vraS	K07681	two-component sensor histidine kinase
SA1669	fumC	K01679	fumarate hydratase 
SA1348	bfmBAA	K00166	branched-chain alpha-keto acid dehydrogenase E1
SA0794	dltB	K03739	DltB membrane protein
SA0795	dltC	K14188	D-alanine--poly(phosphoribitol) ligase subunit 2 
SA1253	ctpA	K03797	carboxy-terminal processing proteinase ctpA
SA2167	scrA	K02809	PTS system sucrose-specific transporter subunit IIBC
SA1941	dps	K04047	general stress protein 20U
SA2048	rpsJ	K02946	30S ribosomal protein S10
SA1948	czrB	K16264	hypothetical protein
SA2045	rplW	K02892	50S ribosomal protein L23
SA2046	rplD	K02926	50S ribosomal protein L4
SA2047	rplC	K02906	50S ribosomal protein L3
SA2040	rplP	K02878	50S ribosomal protein L16
SA2041	rpsC	K02982	30S ribosomal protein S3
SA2042	rplV	K02890	50S ribosomal protein L22
SA2043	rpsS	K02965	30S ribosomal protein S19
SA0719	trxB	K00384	thioredoxine reductase
SA0382	set6	K11042	superantigen-like protein
SA1012	argF	K00611	ornithine carbamoyltransferase 
SA0808	mnhF	K05570	monovalent cation/H+ antiporter subunit F
SA0549	mvaK2	K00938	phosphomevalonate kinase
SA0548	mvaD	K01597	mevalonate diphosphate decarboxylase
SA0547	mvaK1	K00869	mevalonate kinase
SA0014	rplI	K02939	50S ribosomal protein L9
SA0545	eutD	K00625	phosphotransacetylase
SA0809	mnhE	K05569	monovalent cation/H+ antiporter subunit E
SA0942	def	K01462	peptide deformylase 
SA0946	pdhD	K00382	dihydrolipoamide dehydrogenase 
SA0945	pdhC	K00627	branched-chain alpha-keto acid dehydrogenase E2 subunit
SA0944	pdhB	K00162	pyruvate dehydrogenase E1 component subunit beta
SA2291	fnb	K13732	hypothetical protein
SA2290	fnbB	K13733	hypothetical protein
SA2293	gntP	K03299	gluconate permease
SA2295	gntR	K11476	gluconate operon transcriptional repressor
SA2294	gntK	K00851	gluconokinase
SA1407	prmA	K02687	50S ribosomal protein L11 methyltransferase
SA1409	dnaK	K04043	molecular chaperone DnaK
SA1408	dnaJ	K03686	molecular chaperone DnaJ
SA1761	sep	K11040	enterotoxin P
SA0934	ptsH	K11189	phosphocarrier protein HPr
SA0935	ptsI	K08483	phosphoenolpyruvate-protein phosphatase
SA2442	azi	K03070	preprotein translocase subunit SecA
SA2446	secY	K03076	preprotein translocase subunit SecY
SA0729	tpiA	K01803	triosephosphate isomerase
SA0728	pgk	K00927	phosphoglycerate kinase 
SA1642	seg	K11040	extracellular enterotoxin type G
SA0723	clpP	K01358	ATP-dependent Clp protease proteolytic subunit
SA0835	clpB	K03695	hypothetical protein
SA0727	gap	K00134	glyceraldehyde-3-phosphate dehydrogenase
SA0726	gapR	K05311	glycolytic operon regulator
SA0831	cdr	K08255	coenzyme A disulfide reductase
SAS078	rpmJ	K02919	50S ribosomal protein L36
SAS079	rpsN	K02954	30S ribosomal protein S14
SA1126	pgsA	K00995	phosphatidylglycerophosphate synthase
SA1535	tpx	K11065	thiol peroxidase
SA1128	recA	K03553	recombinase A
SA1531	ald	K00259	alanine dehydrogenase
SA1245	sucA	K00164	2-oxoglutarate dehydrogenase E1 
SA1244	odhB	K00658	dihydrolipoamide succinyltransferase 
SA1494	hemC	K01749	porphobilinogen deaminase 
SA2349	crtM	K10208	squalene synthase
SA2348	crtN	K10209	squalene synthase
SA2344	copA	K17686	copper-transporting ATPase copA
SA2341	rocA	K00294	1-pyrroline-5-carboxylate dehydrogenase 
SA1836	groEL	K04077	molecular chaperone GroEL
SA1837	groES	K04078	co-chaperonin GroES
SA0617	vraG	K11632	ABC transporter permease
SA0616	vraF	K11631	ABC transporter ATP-binding protein
SA0598	pbp4	K07258	penicillin binding protein 4
SA0594	tagG	K09692	teichoic acid translocation permease
SA0597	tagD	K00980	glycerol-3-phosphate cytidylyltransferase
SA0592	tagA	K05946	teichoic acid biosynthesis protein
SA0593	tagH	K09693	teichoic acids export protein ATP-binding subunit
SA0204	acpD	K01118	azoreductase
SA0206	msmX	K10112	multiple sugar-binding transport ATP-binding protein
SA1955	tnpA	K04763	transposition regulatory protein tnpA
SA0201	rlp	K02035	RGD-containing lipoprotein
SA1338	malA	K01187	alpha-D-1,4-glucosidase
SA1586	ribH	K00794	6,7-dimethyl-8-ribityllumazine synthase
SA1587	ribA	K14652	riboflavin biosynthesis protein
SA1588	ribB	K00793	riboflavin synthase subunit alpha 
SA1589	ribD	K11752	riboflavin specific deaminase
SA1234	cspA	K03704	cold-shock protein CspA
SA1232	lysA	K01586	diaminopimelate decarboxylase
SA1904	atpC	K02114	ATP synthase F0F1 subunit epsilon
SA1905	atpD	K02112	ATP synthase F0F1 subunit beta 
SA1906	atpG	K02115	ATP synthase F0F1 subunit gamma
SA1907	atpA	K02111	ATP synthase F0F1 subunit alpha 
SA0943-1	pdhA	K00161	pyruvate dehydrogenase E1 component subunit alpha
SA1901	fabZ	K02372	(3R)-hydroxymyristoyl-ACP dehydratase
SA1902	murA	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 
SA0185	murQ	K07106	N-acetylmuramic acid 6-phosphate etherase
SA0183	glcA	K02763	hypothetical protein
SA1909	atpF	K02109	ATP synthase F0F1 subunit B
SA1533	ackA	K00925	acetate kinase 
SA2122	hutU	K01712	urocanate hydratase 
SA2121	hutI	K01468	imidazolonepropionase 
SA0905	atl	K13714	autolysin, N-acetylmuramyl-L-alanine amidase and endo-b-N-acetylglucosaminidas
SA0898	menB	K01661	naphthoate synthase 
SA0503	rpsL	K02950	30S ribosomal protein S12
SA0501	rpoC	K03046	DNA-directed RNA polymerase subunit beta' 
SA0500	rpoB	K03043	DNA-directed RNA polymerase subunit beta 
SA0506	tuf	K02358	elongation factor Tu 
SA0505	fus	K02355	elongation factor G
SA0504	rpsG	K02992	30S ribosomal protein S7
SA0110	sirB	K02015	lipoprotein
SA0111	sirA	K02016	lipoprotein
SA0900	sspB	K13715	cysteine protease
SA1758	sak	K14198	staphylokinase
SA1055	priA	K04066	PriA, primosomal protein
SA0686	nrdE	K00525	ribonucleotide-diphosphate reductase subunit alpha 
SA0189	hsdR	K01153	type I restriction enzyme restriction protein
SA0006	gyrA	K02469	DNA gyrase subunit A
SA2017	rplM	K02871	50S ribosomal protein L13
SA2016	rpsI	K02996	30S ribosomal protein S9
SA0520	sdrD	K14194	Ser-Asp rich fibrinogen-binding, bone sialoprotein-binding protein
SA1870	rsbW	K04757	serine-protein kinase RsbW 
SA2390	panD	K01579	aspartate alpha-decarboxylase 
SA2391	panC	K01918	pantoate--beta-alanine ligase 
SA2392	panB	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase 
SA2018	truA	K06173	tRNA pseudouridine synthase A 
SA0374	pbuX	K16169	xanthine permease
SA0375	guaB	K00088	inositol-monophosphate dehydrogenase
SA0376	guaA	K01951	GMP synthase 
SA0373	xprT	K03816	xanthine phosphoribosyltransferase 
SA2405	betA	K00108	choline dehydrogenase 
SA2406	gbsA	K00130	glycine betaine aldehyde dehydrogenase gbsA
SA2400	mqo2	K00116	malate:quinone oxidoreductase 
SA0479	nupC	K11535	pyrimidine nucleoside transport protein
SA0475	lysS	K04567	lysyl-tRNA synthetase 
SA0474	folK	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
SA0473	folB	K01633	dihydroneopterin aldolase
SA0472	folP	K00796	dihydropteroate synthase
SA0471	cysK	K01738	hypothetical protein
SA0470	hslO	K04083	heat shock protein 33
SA0877	prfC	K02837	peptide chain release factor 3
SA0876	murE	K05362	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase
SA1579	leuS	K01869	leucyl-tRNA synthetase 
SA0973	coaD	K00954	phosphopantetheine adenylyltransferase
SA1551	sgtA	K12551	transglycosylase
SAS033	rpmF	K02911	50S ribosomal protein L32
SAS093	rpmH	K02914	50S ribosomal protein L34
SA2304	fbp	K04041	fructose-bisphosphatase
SA1470	obgE	K03979	GTPase ObgE
SA1471	rpmA	K02899	50S ribosomal protein L27
SA1473	rplU	K02888	50S ribosomal protein L21
SA2493	vraE	K11632	ABC transporter permease
SA0986	pheT	K01890	phenylalanyl-tRNA synthetase subunit beta
SA0985	pheS	K01889	phenylalanyl-tRNA synthetase subunit alpha 
SA0983	isdG	K07145	heme-degrading monooxygenase IsdG 
SA0982	srtB	K08600	NPQTN specific sortase B
SA0981	isdF	K02015	hypothetical protein
SA0980	isdE	K02016	hypothetical protein
SA2499	gidB	K03501	16S rRNA methyltransferase GidB
SA0807	mnhG	K05571	monovalent cation/H+ antiporter subunit G
SA0716	lgt	K13292	prolipoprotein diacylglyceryl transferase
SA0803	ampA	K01255	cytosol aminopeptidase
SA0714	uvrA	K03701	excinuclease ABC subunit A
SA0715	hprK	K06023	HPr kinase/phosphorylase
SA0253	lrgB	K05339	antiholin-like protein LrgB
SA0650	norA	K08153	quinolone resistance protein
SA0656	nagA	K01443	N-acetylglucosamine-6-phosphate deacetylase
SA0655	fruA	K02768	fructose specific permease
SA0654	fruB	K00882	fructose 1-phosphate kinase
SA0265	lytM	K08259	peptidoglycan hydrolase
SA0251	lytR	K07705	two-component response regulator
SA1099	rpsB	K02967	30S ribosomal protein S2
SA1377	glcK	K00845	glucokinase
SA1174	lexA	K01356	LexA repressor 
SA1177	tkt	K00615	transketolase
SA1171	rpsN	K02954	30S ribosomal protein S14
SA1170	katA	K03781	catalase
SA1394	glyS	K01880	glycyl-tRNA synthetase 
SA1397	cdd	K01489	cytidine deaminase
SA1396	era	K03595	GTP-binding protein Era
SA1391	dnaG	K02316	DNA primase
SA1390	sigA	K03086	RNA polymerase sigma factor RpoD
SA1879	kdpC	K01548	potassium-transporting ATPase subunit C
SA0256	bglA	K01223	6-phospho-beta-glucosidase 
SA0158	capO	K02472	capsular polysaccharide synthesis protein Cap8O
SA0159	capP	K01791	capsular polysaccharide synthesis protein Cap5P
SA1098	codY	K03706	transcriptional repressor CodY
SA1651	hemH	K01772	ferrochelatase 
SA1096	clpQ	K01419	ATP-dependent protease peptidase subunit
SA1097	hslU	K03667	ATP-dependent protease ATP-binding subunit HslU
SA1094	gid	K04094	tRNA (uracil-5-)-methyltransferase Gid
SA0157	capN	K01784	capsular polysaccharide synthesis protein Cap5N
SA0150	capG	K01791	capsular polysaccharide synthesis protein Cap5G
SA0259	rbsD	K06726	D-ribose pyranase
SA0258	rbsK	K00852	ribokinase
SA1650	hemY	K00231	protoporphyrinogen oxidase 
SA1718	putP	K11928	high affinity proline permease
SA1652	hemE	K01599	uroporphyrinogen decarboxylase 
SA0252	lrgA	K05338	murein hydrolase regulator LrgA
SA1308	rpsA	K02945	30S ribosomal protein S1
SA1309	cmk	K00945	cytidylate kinase
SA1306	gpsA	K00057	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
SA1307	engA	K03977	GTP-binding protein EngA
SA1305	hu	K03530	DNA-binding protein II
SA0785	lipA	K03644	lipoyl synthase
SA1303	ubiE	K03183	ubiquinone/menaquinone biosynthesis methyltransferase
SA1717	gatC	K02435	aspartyl/glutamyl-tRNA amidotransferase subunit C
SA1301	ndk	K00940	nucleoside diphosphate kinase
SA1656	hit	K02503	cell-cycle regulation Hit-like protein
SA1896	thiD	K00941	phosphomethylpyrimidine kinase 
SA1874	alr	K01775	alanine racemase
SA1894	thiE	K00788	thiamine-phosphate pyrophosphorylase
SA1895	thiM	K00878	hydroxyethylthiazole kinase 
SA2114	glvC	K02749	PTS system arbutin-like transporter subunit IIBC
SA1875	acpS	K00997	4'-phosphopantetheinyl transferase
SA2039	rpmC	K02904	50S ribosomal protein L29
SA2051	topB	K03169	DNA topoisomerase III
SA2057	fmhB	K11693	FmhB protein
SA1952	ant(9)	K00984	O-nucleotidylltransferase(9)
SA1951	ermA	K00561	rRNA methylase Erm(A)
SA2038	rpsQ	K02961	30S ribosomal protein S17
SA0432	treP	K02818	PTS trehalose-specific transporter subunit II
SA0431	gltD	K00266	glutamate synthase subunit beta 
SA0430	gltB	K00265	glutamate synthase large subunit
SA0436	dnaX	K02343	DNA polymerase III subunits gamma and tau
SA1715	gatB	K02434	aspartyl/glutamyl-tRNA amidotransferase subunit B
SA0309	geh	K01046	glycerol ester hydrolase
SA0438	recR	K06187	recombination protein RecR
SA0250	lytS	K07704	two-component sensor histidine kinase
SA0538	ung	K03648	uracil-DNA glycosylase
SA2388	tnpA	K04763	transposition regulatory protein tnpA
SA2066	moaE	K03635	molybdopterin converting factor moa (subunit 2)
SA0531	proP	K03762	hypothetical protein
SA2037	rplN	K02874	50S ribosomal protein L14
SA0534	vraB	K00626	acetyl-CoA c-acetyltransferase
SA0762	tnpA	K04763	transposase A for Tn554
SA2064	mobA	K03752	molybdopterin-guanine dinucleotide biosynthesis protein MobA
SA1659	prsA	K07533	hypothetical protein
SA1438	greA	K03624	transcription elongation factor GreA
SA1439	udk	K00876	uridine kinase 
SA1137	mutS	K03555	DNA mismatch repair protein MutS
SA2032	rplR	K02881	50S ribosomal protein L18
SA2028	secY	K03076	preprotein translocase subunit SecY
SA2029	rplO	K02876	50S ribosomal protein L15
SA2026	infA	K02518	translation initiation factor IF-1
SA2027	adk	K00939	adenylate kinase
SA2024	rpsK	K02948	30S ribosomal protein S11
SA2025	rpsM	K02952	30S ribosomal protein S13
SA2022	rplQ	K02879	50S ribosomal protein L17
SA2023	rpoA	K03040	DNA-directed RNA polymerase subunit alpha 
SA2020	cbiO	K16787	cobalt transporter ATP-binding subunit
SA2021	cbiO	K16786	cobalt transporter ATP-binding subunit
SA2188	nasD	K00362	nitrite reductase
SA0442	holB	K02341	DNA polymerase III subunit delta'
SA2385	ant(9)	K00984	O-nucleotidylltransferase(9)
SA0440	tmk	K00943	thymidylate kinase
SA0325	glpT	K02445	glycerol-3-phosphate transporter
SA2182	narI	K00374	nitrate reductase subunit gamma
SA2185	narG	K00370	respiratory nitrate reductase subunit alpha
SA2184	narH	K00371	nitrate reductase subunit beta NarH
SA0448	metS	K01874	methionyl-tRNA synthetase 
SA2186	nasF	K02303	uroporphyrin-III C-methyl transferase
SA1716	gatA	K02433	aspartyl/glutamyl-tRNA amidotransferase subunit A
SA0925	purH	K00602	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
SA1197	tyrA	K04517	prephenate dehydrogenase 
SA0848	oppF	K10823	hypothetical protein
SA0926	purD	K01945	phosphoribosylamine--glycine ligase
SA0921	purL	K01952	phosphoribosylformylglycinamidine synthase II
SA0920	purQ	K01952	phosphoribosylformylglycinamidine synthase I
SA0923	purM	K01933	phosphoribosylaminoimidazole synthetase 
SA0922	purF	K00764	amidophosphoribosyltransferase
SA0842	FabH	K00648	3-oxoacyl-ACP synthase 
SA0843	fab	K09458	3-oxoacyl-ACP synthase
SA0847	oppD	K15583	hypothetical protein
SA0845	oppB	K15581	oligopeptide transport system permease
SA1508	dnaB	K03346	chromosome replication initiation/membrane attachment protein
SA1509	nrdR	K07738	transcriptional regulator NrdR
SA2237	opuCA	K05847	glycine betaine/carnitine/choline ABC transporter opuCA
SA2236	opuCB	K05846	glycine betaine/carnitine/choline ABC transporter opuCB
SA2235	opuCC	K05845	glycine betaine/carnitine/choline ABC transporter opuCC
SA2234	opuCD	K05846	glycine betaine/carnitine/choline ABC transporter opuCD
SA1139	glpP	K02443	glycerol uptake operon antiterminator regulatory protein
SA1138	mutL	K03572	DNA mismatch repair protein
SA1502	rplT	K02887	50S ribosomal protein L20
SA1503	rpmI	K02916	50S ribosomal protein L35
SA1504	infC	K02520	translation initiation factor IF-3
SA1505	lysP	K11733	lysine-specific permease
SA1506	thrS	K01868	threonyl-tRNA synthetase
SAS066	agrD	K07800	AgrD protein
SA2333	mvaA	K00054	hydroxymethylglutaryl-CoA reductase
SA2336	clpL	K04086	ATP-dependent Clp proteinase subunit clpL
SA2337	feoB	K04759	hypothetical protein
SA2334	mvaS	K01641	3-hydroxy-3-methylglutaryl-CoA synthase
SA1404	rpsU	K02970	30S ribosomal protein S21
SA1959	glmS	K00820	glucosamine--fructose-6-phosphate aminotransferase 
SA1297	aroA	K00800	3-phosphoshikimate 1-carboxyvinyltransferase 
SA1298	aroB	K01735	3-dehydroquinate synthase
SA1299	aroC	K01736	chorismate synthase 
SA0660	saeS	K10681	histidine protein kinase
SA0661	saeR	K10682	response regulator
