Q96Q07	BTBD9	K10481
Q494V9	BTBD9	K10481
Q494W1	BTBD9	K10481
Q7Z442	PKD1L2	K04988
Q9H2X6	HIPK2	K08826
Q96NG5	ZNF558	K09228
Q9UIH9	KLF15	K09210
Q9BYD1	MRPL13	K02871
Q969H0	FBXW7	K10260
Q53HC5	KLHL26	K10463
Q75MT5	RFC2	K10755
P35250	RFC2	K10755
P40938	RFC3	K10756
C9JU95	RFC3	K10756
O60673	REV3L	K02350
Q9Y644	RFNG	K05948
Q8N9R1	RFNG	K05948
P14373	TRIM27	K12009
P35249	RFC4	K10755
A8MZ62	RFC5	K10756
P40937	RFC5	K10756
Q59GW7	RFC5	K10756
F8W9B4	RFC5	K10756
A8MV39	ZNF688	K09228
P0C7X2	ZNF688	K09228
Q96SI9	STRBP	K13200
Q8NGS9	OR13C2	K04257
Q8NEV4	MYO3A	K08834
Q8WXI8	CLEC4D	K10058
Q9NRD9	DUOX1	K13411
Q15831	STK11	K07298
Q9UQB9	AURKC	K11480
O76039	CDKL5	K08824
O94804	STK10	K08837
O14965	AURKA	K11481
P19397	CD53	K06489
P50226	SULT1A2	K01014
Q8N109	KIR2DL5A	K07981
Q8N118	CYP4X1	K07428
Q5VVE5	CYP4X1	K07428
E9PFZ4	GPR156	K04617
Q8NFN8	GPR156	K04617
B7ZL66	GPR156	K04617
B2RAM1	AMPD1	K01490
P23109	AMPD1	K01490
F2Z3B3	AMPD1	K01490
Q5TF02	AMPD1	K01490
Q01433	AMPD2	K01490
A0AUX0	AMPD3	K01490
Q01432	AMPD3	K01490
B7Z2S2	AMPD3	K01490
B7Z763	AMPD3	K01490
Q9HC77	CENPJ	K11502
E9PBG1	AMT	K00605
Q96IG6	AMT	K00605
B4DJQ0	AMT	K00605
P48728	AMT	K00605
B4DE61	AMT	K00605
P04745	AMY1A	K01176
Q6NSB3	AMY1A	K01176
P04745	AMY1B	K01176
P04745	AMY1C	K01176
P04746	AMY2A	K01176
Q96H22	CENPN	K11506
D3DUK9	CENPN	K11506
P31644	GABRA5	K05175
P0C7N1	OR8U8	K04257
Q6ZWK6	TMPRSS11F	K09752
Q13402	MYO7A	K10359
B9A012	MYO7A	K10359
F8VUN5	MYO7A	K10359
Q70CQ4	USP31	K11852
Q9UL15	BAG5	K09559
Q9NZ01	TECR	K10258
