!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	92000.0	65.5310493808	32200000.0	69.5781532747	350	Mbp		Myelin
69187	87714.286	62.4783609486	30700000.0	66.3369349544	350			
12954	561224.49	399.756845303	110000000.0	237.689343485	196.0	Cryaa	K09541	Crystallins
11354	20793.143	14.8108313121	7277600.0	15.725526965	350			
14077	506015.04	360.431484496	67300000.0	145.422661969	133.0	Fabp3	K08752	PPAR signaling pathway
12961	160857.14	114.577578093	56299999.0	121.653725459	350	Crybb2		Crystallins
12889	36285.714	25.8460969125	12700000.0	27.4423151114	350			
12955	571428.57	407.025150416	100000000.0	216.08122135	175.0	Cryab	K09542	Crystallins
380684	139449.54	99.3290727377	152000000.0	328.443456452	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	36111.111	25.7217282406	18200000.0	39.3267822857	504.0	Ina	K07608	Cytoskeleton proteins
18039	135911.6	96.8090192503	73799999.0	159.467939195	543.0	Nefl	K04572	Cytoskeleton proteins
17189	705714.29	502.676065073	247000000.0	533.720616734	350	Mb		Hemoglobin
12960	172.11429	0.122595978664	60240.002	0.130167332063	350			
110187	18336.571	13.0610297791	6417799.8	13.8676601916	350			
20617	112142.86	79.878688004	15700000.0	33.9247517519	140.0	Snca	K04528	Synaptic vesicle cycle
18823	6354.5714	4.52632317617	2224100.0	4.80586244404	350			
12962	17504.857	12.4686048747	6126700.0	13.2386481884	350	Crybb3		Crystallins
19194	8111.1429	5.77751854255	2838900.0	6.1343297929	350			
G3UXD0	4280.5714	3.04902538904	1498200.0	3.23732885827	350			
12373	11216.571	7.98949639222	3925799.9	8.48291637168	350			
21956	46511.628	33.1299542527	14000000.0	30.251370989	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	113714.29	80.998008188	39800002.0	86.0003304189	350			
22349	59733.978	42.5481550221	49400000.0	106.744123347	827.0	Vil1	K05761	Cytoskeleton proteins
218038	4889.7959	3.48297235418	3354400.0	7.24822848896	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	48341.232	34.4331702318	10200000.0	22.0402845777	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	142205.32	101.291998338	37399999.0	80.8143746241	263.0	Ctrb1	K01310	Pancreatic secretion
19752	226174.5	161.102742698	33700000.0	72.8193715949	149.0	RnaSe1	K01168	Other enzymes
11723	1414285.7	1007.38723962	495000000.0	1069.60204568	350			
21924	111180.12	79.192934064	17899999.0	38.6785364608	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	12594.286	8.97083454111	4408000.1	9.52486045319	350			
16204	378125.0	269.336174425	48400000.0	104.583311133	128.0	Fabp6	K08755	PPAR signaling pathway
19660	55142.857	39.2779270116	19300000.0	41.7036757205	350			
22003	108098.59	76.9979786879	30700000.0	66.3369349544	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	3250000.0	2314.95554878	923000000.0	1994.42967306	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	36267.606	25.8331986925	10300000.0	22.256365799	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	56097.561	39.9579569569	13800000.0	29.8192085463	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	13126.286	9.34977495709	4594200.1	9.92720368734	350			
12716	57894.737	41.2380746656	24200000.0	52.2916555667	418.0	Ckmt1	K00933	Amino acid metabolism
19293	162000.0	115.391630431	56700000.0	122.518052505	350	Pvalb		Blood proteins
17906	292168.67	208.109995014	48499999.0	104.799390194	166.0	Myl2	K10351	Cardiac muscle contraction
17906	4185.4819	2.9812937073	694790.0	1.50131071782	166.0	Myl2	K10351	Cardiac muscle contraction
12409	606557.38	432.047191533	148000000.0	319.800207598	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	231428.57	164.845185313	81000000.0	175.025789293	350			
56727	2451.7544	1.74636998539	698750.0	1.50986753418	285.0	Miox	K00469	Carbohydrate metabolism
109901	268421.05	191.194707417	71399999.0	154.281989883	266.0	CelA1	K01326	Peptidases
12613	85141.903	60.6460679334	51000000.0	110.201422888	599.0	Cel	K12298	Lipid and steroid metabolism
12307	18587.143	13.239510715	6505500.0	14.0571638549	350			
12308	26276.571	18.7166442583	9196799.8	19.872557333	350			
22227	37133.55	26.450005421	11400000.0	24.6332592339	307.0	Ucp1	K08769	PPAR signaling pathway
59006	5076.2857	3.61580792259	1776700.0	3.83911505973	350			
109697	158233.89	112.709052819	66300000.0	143.261849755	419.0	Cpa1	K08779	Pancreatic secretion
55948	1157258.1	824.308018451	287000010.0	620.153126883	248.0	Sfn	K06644	Cell cycle
215384	232857.14	165.862747174	81499999.0	176.106193239	350			
13706	82287.823	58.613123831	22300000.0	48.186112361	271.0	Cela2a	K01346	Pancreatic secretion
26950	20015.143	14.2566665684	7005300.0	15.1371377992	350			
16618	11982.375	8.53497399809	3127399.9	6.75772390042	261.0	Klk1b26	K01325	Endocrine and other factor-regulated calcium reabsorption
18378	10431.429	7.43024444469	3651000.1	7.88912560757	350			
12797	8308.5714	5.91814568149	2908000.0	6.28364191686	350			
12957	53428.571	38.0568513538	18700000.0	40.4071883924	350	Cryba1		Crystallins
22287	27982.571	19.9318178479	9793899.8	21.1627783056	350			
16612	567049.81	403.906185875	148000000.0	319.800207598	261.0	Klk1	K01325	Endocrine and other factor-regulated calcium reabsorption
14120	3579.941	2.54997054838	1213600.0	2.6223617023	339.0	Fbp2	K03841	Glycolysis
17897	150490.2	107.193268777	30700001.0	66.3369371153	204.0	Myl3	K12749	Cardiac muscle contraction
22074	54857.143	39.0744146394	19200000.0	41.4875944992	350			
29818	962.95858	0.685909633235	162740.0	0.351650579625	169.0	HspB7	K09546	Chaperones and folding catalysts
107753	360000.0	256.425845403	46800000.0	101.126011592	130.0	LgaLs2	K10090	Glycan binding proteins
140781	5839.7933	4.15964981648	11300000.0	24.4171780125	1935.0	Myh7	K17751	Cardiac muscle contraction
22004	640845.07	456.470107909	182000000.0	393.267822857	284.0	Tpm2	K10374	Cardiac muscle contraction
22004	136267.61	97.0626030426	38700001.0	83.6234348233	284.0	Tpm2	K10374	Cardiac muscle contraction
12652	9704.5714	6.91250812645	3396600.0	7.33941476437	350	Chga		Signaling molecules
69117	17499.143	12.4645348267	6124700.0	13.234326564	350			
21345	734285.71	523.02731654	257000000.0	555.328738869	350			
76703	80571.429	57.3905466574	28200000.0	60.9349044207	350	Cpb1	K01291	Pancreatic secretion
18040	41391.509	29.4829241329	35100000.0	75.8445086938	848.0	Nefm	K04573	Cytoskeleton proteins
17888	45304.438	32.2700800407	87800001.0	189.719314506	1938.0	Myh6	K17751	Cardiac muscle contraction
14580	19428.14	13.8385478448	8354100.2	18.051641745	430.0	GfaP	K05640	Cytoskeleton proteins
233335	12620.115	8.98923238322	19700000.0	42.5680006059	1561.0	SynM	K10376	Cytoskeleton proteins
18946	35517.97	25.2992374563	16800000.0	36.3016451868	473.0	Pnliprp1	K14074	Lipid and steroid metabolism
20259	115104.9	81.9885313682	82300004.0	177.834853814	715.0	Scin	K05768	Fc gamma R-mediated phagocytosis
17901	525531.91	374.333234189	98799999.0	213.488244533	188.0	Myl1	K05738	Cytoskeleton proteins
17901	10157.447	7.23508870587	1909600.0	4.1262870029	188.0	Myl1	K05738	Cytoskeleton proteins
23795	17025.714	12.1273141835	5958999.9	12.8762797642	350			
56370	11624.0	8.27970563046	4068400.0	8.7910484094	350			
11847	13531.638	9.63850476067	4790199.9	10.350722449	354.0	Arg2	K01476	Amino acid metabolism
17287	1130.7229	0.805407154303	844650.01	1.82513005774	747.0	Mep1a	K01395	Protein digestion and absorption
69191	404174.57	287.89112723	213000000.0	460.253001475	527.0	PdiA2	K09581	Chaperones and folding catalysts
66284	1523.2286	1.08498661527	533130.01	1.15199383699	350			
17907	846153.85	602.710323132	143000000.0	308.99614653	169.0	Mylpf	K12758	Focal adhesion
106393	121714.29	86.6963603081	42600002.0	92.0506046167	350			
18645	212142.86	151.108089505	29700000.0	64.1761227409	140.0	Pfn2	K05759	Rap1 signaling pathway
53318	18774.857	13.3732182737	6571200.0	14.1991292173	350			
11770	13712121.0	9767.06172138	1810000000.0	3911.07010643	132.0	Fabp4	K08753	PPAR signaling pathway
69060	57634.409	41.0526445893	26800000.0	57.9097673218	465.0	Pnlip	K14073	Lipid and steroid metabolism
59290	1213.2857	0.864216142606	424649.99	0.917588884855	350			
68738	15542.522	11.0708453987	10600000.0	22.9046094631	682.0	Acss1	K01895	Glycolysis
20215	680.05714	0.484400630686	238020.0	0.514316523057	350			
20618	302857.14	215.723328225	106000000.0	229.046094631	350			
17896	17397.927	12.3924392757	3357799.9	7.25557503441	193.0	Myl4	K12750	Cardiac muscle contraction
21953	359340.66	255.956201467	65400000.0	141.317118763	182.0	TnnI2	K12043	Cytoskeleton proteins
11636	422680.41	301.072726304	82000000.0	177.186601507	194.0	Ak1	K00939	Purine metabolism
17075	2888.3175	2.0573312687	909820.01	1.96595018969	315.0	EpcAm	K06737	Cellular antigens
16855	9837.1166	7.00691927912	3206900.0	6.92950868747	326.0	LgaLs4	K10091	Glycan binding proteins
67041	313461.54	223.276778877	163000000.0	352.2123908	520.0	Oxct1	K01027	Butanoate metabolism
67931	104857.14	74.6891132529	36699999.0	79.3018060746	350			
66283	27183.714	19.3627967879	9514299.9	20.5586154268	350			
20199	10873.714	7.74528140312	3805799.9	8.22361890606	350			
12346	536398.47	382.073419841	140000000.0	302.51370989	261.0	Car1	K01672	Amino acid metabolism
12180	2518.5714	1.79396333459	1234100.0	2.66665835268	490.0	SmyD1	K11426	Chromosome-related
76722	22084.726	15.7308181529	9253500.2	19.9950762498	419.0	Ckmt2	K00933	Amino acid metabolism
103968	406189.56	289.326392547	210000000.0	453.770564835	517.0	Plin1	K08768	PPAR signaling pathway
12865	52003.75	37.041959883	4160300.0	8.98962705182	80.0	Cox7a1	K02270	Oxidative phosphorylation
380683	14514.0	10.3382353338	5079900.0	10.9767099634	350			
12709	225459.32	160.593324264	85900001.0	185.6137713	381.0	Ckb	K00933	Amino acid metabolism
12036	267175.57	190.307559468	105000000.0	226.885282417	393.0	Bcat2	K00826	Amino acid metabolism
18951	15415.176	10.9801376051	5688199.9	12.2911318167	369.0	Sept5	K04557	Parkinson's disease
16765	4201342.3	2992.59097529	626000000.0	1352.66844565	149.0	Stmn1	K04381	MAPK signaling pathway
67868	7182.1561	5.11580680489	1932000.0	4.17468919648	269.0	Cela3b	K01345	Pancreatic secretion
19701	2607.9602	1.85763444184	1048400.0	2.26539552463	402.0	Ren1	K01380	Renin-angiotensin system
11475	3023872.7	2153.88642636	1140000000.0	2463.32592339	377.0	Acta2	K12313	Vascular smooth muscle contraction
59011	13591.143	9.68088981603	4756900.0	10.2787676184	350			
19285	674285.71	480.289675639	236000000.0	509.951682386	350			
11754	31764.706	22.6258099723	24300000.0	52.507736788	765.0	Aoc3	K00276	Amino acid metabolism
236539	1031894.9	735.012561388	549999980.0	1188.44667421	533.0	Phgdh	K00058	Amino acid metabolism
17756	14715.536	10.4817882204	26900000.0	58.1258485431	1828.0	MtaP2	K10430	Cytoskeleton proteins
11472	15995.526	11.3935174367	14300000.0	30.899614653	894.0	Actn2	K05699	Focal adhesion
20200	268571.43	191.301822191	94000000.0	203.116348069	350			
12722	100657.17	71.6974997587	91899996.0	198.578633777	913.0	Clca1	K05027	Olfactory transduction
17762	3648.5675	2.59885279361	2674400.0	5.77887618378	733.0	Mapt	K04380	MAPK signaling pathway
13807	45852.535	32.6604862535	19900000.0	43.0001630486	434.0	Eno2	K01689	Glycolysis
18600	13581.278	9.67386303557	9140200.1	19.7502560099	673.0	PadI2	K01481	Other enzymes
77337	2967.1429	2.11347812935	1038500.0	2.24400348372	350			
17882	154857.14	110.303814003	54199999.0	117.116019811	350	Myh2	K10352	Tight junction
22223	47982.063	34.1773363027	10700000.0	23.1206906844	223.0	Uchl1	K05611	Ubiquitin labeling
54200	6255.3254	4.45563084435	2114300.0	4.568605263	338.0	Sult2b1	K01015	Steroid hormone biosynthesis
67373	126571.43	90.1560720601	44300000.0	95.723981058	350			
17957	10175.429	7.24789717685	3561400.1	7.69551683324	350			
24131	41428.571	29.5093231737	14500000.0	31.3317770957	350			
24131	1238.1429	0.881921777396	433350.02	0.936388015936	350			
14264	2159.2819	1.53804357409	811889.99	1.75434180641	376.0	FmoD	K08121	Glycan metabolism
12389	114606.74	81.6336949817	20400000.0	44.0805691554	178.0	Cav1	K06278	Endocytosis
17868	1883.3071	1.34146837575	2391800.0	5.16823065225	1270.0	Mybpc3	K12568	Hypertrophic cardiomyopathy (HCM)
69824	1176.8	0.838227596862	411880.0	0.889995334496	350			
13346	140938.17	100.389414977	66100002.0	142.829691634	469.0	Des	K07610	Cytoskeleton proteins
12958	7069.1429	5.03530817891	2474200.0	5.34628157864	350	Cryba2		Crystallins
81600	5913.5307	4.21217252518	2797100.0	6.04400784238	473.0	Chia	K01183	Other central metabolism enzymes
