Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.0038534778	3867.87295447	2.4893467	6657.04300139	646	HspA8	K03283	Chaperones and folding catalysts
P36578	0.0018790133	1886.03259221	0.80233868	2145.62443007	427	Rpl4	K02930	Ribosome
P06733	0.0075970304	7625.41006942	3.2971112	8817.17722917	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	1.9422578e-08	0.0194951335005	8.4293989e-06	0.0225420070869	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.0020314955	2039.08440878	0.81869269	2189.35853421	403	Rpl3	K02925	Ribosome
P23528	0.0055668288	5587.62439417	1.1356331	3036.92465999	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.011265822	11307.9069052	5.2048098	13918.7693914	462	Eef1a1	K03231	Translation factors
Q53HE2	0.0058920831	5914.09372281	1.6851358	4506.41185648	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0013902819	1395.47547415	0.48659866	1301.26840268	350			
P68400	0.0003085907	309.743479651	0.12251051	327.619183456	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0001644413	165.055591307	0.22725788	607.735949181	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.000418378	419.940904018	0.1464323	391.591142323	350			
P61978	0.0019730353	1980.4058233	0.91548838	2448.21081488	464	HnrNpk	K12886	Spliceosome
P61978	4.5096918e-05	45.2653832499	0.02092497	55.9578242327	464	HnrNpk	K12886	Spliceosome
P62241	0.0020397684	2047.38821325	0.42427183	1134.59319129	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0001512112	151.776068592	0.35307815	944.206135449	2335	PrpF8	K12856	Spliceosome
P23396	0.0015864737	1592.40017347	0.38551311	1030.94412316	243	Rps3	K02985	Ribosome
P11940	0.0005953384	597.562362008	0.37863522	1012.55118115	636	PabPc1	K13126	RNA degradation
Q00610	0.0014324447	1437.79577863	2.3993449	6416.35902884	1675	CltC	K04646	Endocytosis
P50991	0.0008797066	882.992855442	0.47416186	1268.00975197	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0037474243	3761.42327818	1.1017427	2946.29451589	294	Npm1	K11276	Chromosome-related
P62847	0.0010117515	1015.53102589	0.29239618	781.929629851	289	Rps24	K02974	Ribosome
P54136	0.0004633721	465.103085178	0.30582559	817.842731008	660	RarS	K01887	
P54136	1.2932869e-11	1.29811813704e-05	8.5356935e-09	2.2826261475e-05	660	RarS	K01887	
P14866	0.0009840357	987.711690011	0.57959703	1549.96584131	589	HnrNpl	K13159	
O43143	0.0002487768	249.70613725	0.19777756	528.899297807	795	Dhx15	K12820	Spliceosome
P15880	0.0013825214	1387.68598382	0.40507877	1083.26686308	293	Rps2	K02981	Ribosome
O43242	0.0002325846	233.453449236	0.12420018	332.137720728	534	PsmD3	K03033	Proteasome
P31948	0.0007461615	748.948880804	0.44023529	1177.28288159	590	StiP1	K09553	Chaperones and folding catalysts
O00148	0.0007172571	719.936504756	0.30626878	819.027915413	427	Ddx39	K13182	Other enzymes
P62750	0.0022508361	2259.24438338	0.4366622	1167.7276783	194	Rpl23a	K02893	Ribosome
P14678	0.0004550948	456.794864275	0.1310673	350.501861463	288	SnrPb	K11086	Spliceosome
P62906	0.0013430769	1348.0941339	0.29144769	779.393165679	217	Rpl10a	K02865	Ribosome
Q08211	0.0003744061	375.804741415	0.47549575	1271.57685779	1270	Dhx9	K13184	Other enzymes
P22626	0.0031173378	3128.98301024	1.1004202	2942.75786936	353	HnrNpa2b1	K13158	
Q16531	0.0002908988	291.985489317	0.33162463	886.834856	1140	Ddb1	K10610	Nucleotide excision repair
B3KT15	0.0002945336	295.633867573	0.10308676	275.675941079	350			
A8MXP9	0.0005179488	519.883663354	0.18128208	484.786872773	350			
P04843	0.0007689372	771.809662317	0.46674488	1248.17516854	607	Rpn1	K12666	N-Glycan biosynthesis
P51148	0.0006711767	673.683965585	0.167123	446.922478705	249	Rab5c	K07889	GTP-binding signaling proteins
P61247	0.0017055869	1711.95833592	0.45027494	1204.13104291	264	Rps3a	K02984	Ribosome
P62910	0.0018456479	1852.54255153	0.28238413	755.155276812	153	Rpl32	K02912	Ribosome
P68371	0.0093659938	9400.98165629	4.1678672	11145.7641374	445	TubB2c	K07375	Phagosome
O00232	0.0001744644	175.116133867	0.079555766	212.749053907	456	PsmD12	K03035	Proteasome
P19338	0.0007410796	743.847996723	0.52616652	1407.08128343	710	Ncl	K11294	Ribosome Biogenesis
P62280	0.0022050572	2213.2944705	0.34839904	931.693199233	158	Rps11	K02949	Ribosome
P07900	0.0012312489	1235.84838624	0.90127419	2410.19904494	732	Hsp90aa1	K04079	Protein processing in endoplasmic reticulum
P05388	0.0017095975	1715.98391803	0.54194241	1449.26937162	317	RplP0	K02941	Ribosome
Q8WWY3	4.7702909e-05	47.8811092594	0.023803752	63.6563001282	499	PrpF31	K12844	Spliceosome
P63104	0.0036687901	3682.49533017	0.90252236	2413.53691723	246	YwhAz	K06630	
P00558	0.0045871597	4604.29561614	1.9128456	5115.35633595	417	Pgk1	K00927	Glycolysis / Gluconeogenesis
P52272	0.0005805436	582.712294159	0.42379683	1133.32294018	730	HnrNpm	K12887	Spliceosome
P18124	0.0017200729	1726.49845021	0.42657808	1140.76059474	248	Rpl7	K02937	Ribosome
Q9Y3I0;B4DNA0	0.0003768251	378.232777896	0.13188879	352.698700599	350			
P04406	0.0087811595	8813.96263368	2.9416884	7866.7010005	335	GapDh	K00134	Glycolysis / Gluconeogenesis
P26196	0.0001768699	177.530619917	0.085428162	228.453090911	483	Ddx6	K12614	RNA degradation
P62937	0.0065796056	6604.1845502	1.0856349	2903.21882971	165	PpiA	K03767	Chaperones and folding catalysts
O00571	0.0006949985	697.594754937	0.46008901	1230.37595528	662	Ddx3x	K11594	Chromosome-related
O75533	0.0001447188	145.25941541	0.18871332	504.659590476	1304	Sf3B1	K12828	Spliceosome
Q12906	0.0003869776	388.423203846	0.34750588	929.304699259	898	Ilf3	K13090	
Q12906	8.7958915e-07	0.882874966693	0.00078987106	2.11228336012	898	Ilf3	K13090	
P51665	0.0003403281	341.599438729	0.1102663	294.8755594	324	PsmD7	K03038	Proteasome
P50914	0.000997771	1001.49829996	0.21950962	587.015452511	220	Rpl14	K02875	Ribosome
P46777	0.0010482596	1052.17550653	0.3113331	832.570985173	297	Rpl5	K02932	Ribosome
Q14204	0.0002283815	229.234648024	1.0610604	2837.50138535	4646	DynC1h1	K10413	Chromosome-related
P62701	0.0023643886	2373.22107313	0.6218342	1662.91702523	263	Rps4x	K02987	Ribosome
P40429	0.0009492724	952.8185273	0.1927023	515.326972159	203	Rpl13a	K02872	Ribosome
P53621	0.0003523302	353.646374094	0.43125216	1153.26007967	1224	CopA	K05236	Neuroactive ligand-receptor interaction
Q9BUQ0	0.0013095825	1314.47461132	0.72943745	1950.67102203	557	PtbP1	K13218	
Q15286	0.0002010416	201.792616364	0.055487482	148.385338897	276	Rab35	K07876	GTP-binding signaling proteins
Q92499	0.0002716288	272.643503791	0.20100531	537.530988422	740	Ddx1	K13177	Other enzymes
P60842	0.0020957712	2103.6002188	0.85088311	2275.4425699	406	Eif4a1	K03257	RNA transport
P34932	0.000718085	720.767497482	0.6031914	1613.0622094	840	HspA4	K09489	Chaperones and folding catalysts
P62917	0.0014762872	1481.80205785	0.37940581	1014.61190285	257	Rpl8	K02938	Ribosome
P25788	0.0004300955	431.702176223	0.10967435	293.292559088	255	PsmA3	K02727	Proteasome
A8K4L9	0.0001197313	120.178571438	0.04693467	125.513298909	392	TiaL1	K13201	
Q9UQ80;A8K6Y1;Q6PIN5	0.0008723221	875.580769707	0.30531274	816.471260934	350			
P61201	0.0001279864	128.46450941	0.056697975	151.622454866	443	CopS2	K12176	Ubiquitin labeling
P35606;B4DZI8	0.0002682927	269.294941367	0.093902445	251.115127636	350			
Q06830	0.0066013212	6625.98127157	1.3136629	3513.01424371	199	PrdX1	K13279	Peroxisome
Q9UHB9	8.2003401e-05	82.3097350923	0.051416132	137.497682299	627	Srp68	K03107	Protein export
P62424	0.0023324421	2341.15523293	0.6204296	1659.16082582	266	Rpl7a	K02936	Ribosome
Q6NUS1	0.0002736982	274.720634297	0.23893853	638.972493827	873	PdcD6ip	K12200	Endocytosis
P62829	0.0014297295	1435.07043566	0.20016213	535.276145608	140	Rpl23	K02894	Ribosome
P35637	0.0005368956	538.901241526	0.28240709	755.21667674	526	Fus	K13098	
P60900	0.0008301486	833.249725255	0.20919745	559.438514704	252	PsmA6	K02730	Proteasome
P48643	0.0009077325	911.123449742	0.49108328	1313.26123124	541	Cct5	K09497	Chaperones and folding catalysts
P51149	0.0007941158	797.082320166	0.16438197	439.592380982	207	Rab7a	K07897	Endocytosis
B4DLV7;Q5SX90;P50395;Q6IAT1;B3KVE3;Q5SX88;Q8TB95;Q5SX87	0.0008561047	859.302787555	0.29963665	801.292187963	350			
P06576	0.0020854264	2093.21677449	1.1031906	2950.16650872	529	Atp5b	K02133	Oxidative phosphorylation
P12956	0.0006426727	645.073485282	0.39138767	1046.65394716	609	XrcC6	K10884	Non-homologous end-joining
Q07020	0.0023387827	2347.51951904	0.43969115	1175.8277354	188	Rpl18	K02883	Ribosome
P62249	0.0016497186	1655.88133281	0.25075723	670.57821356	152	Rps16	K02960	Ribosome
P61313	0.0017780127	1784.65469167	0.36271459	969.976027389	204	Rpl15	K02877	Ribosome
P61019	0.000614169	616.4633061	0.13020383	348.192758869	212	Rab2a	K07877	GTP-binding signaling proteins
P25786	0.0006778894	680.421741726	0.17828491	476.771802163	263	PsmA1	K02725	Proteasome
P33176	0.0001007006	101.076779848	0.096974678	259.330932687	963	Kif5b	K10396	Cytoskeleton proteins
P49368	0.0009247532	928.207732723	0.50399049	1347.77785843	545	Cct3	K09495	Chaperones and folding catalysts
Q00839	0.0005092451	511.14744958	0.42012721	1123.50959512	825	HnrNpu	K12888	Spliceosome
P13639	0.0022164343	2224.7140711	1.9017006	5085.55223343	858	Eef2	K03234	Translation factors
P48556	0.0002171945	218.005857568	0.076018075	203.288515078	350	PsmD8	K03031	Proteasome
P07910	0.0009909024	994.604041439	0.30321613	810.864479473	306	HnrNpc	K12884	Spliceosome
P62269	0.0016989902	1705.33699311	0.25824651	690.606142579	152	Rps18	K02964	Ribosome
P22392	0.0027204319	2730.59441798	0.79436611	2124.30408071	292	Nme1-nme2	K00940	Purine metabolism
P22392	1.2932869e-11	1.29811813704e-05	3.7763977e-09	1.00988913594e-05	292	Nme1-nme2	K00940	Purine metabolism
Q15365	0.0008699672	873.21707268	0.30970832	828.225977574	356	PcbP1	K12889	Spliceosome
P55884	0.0003109968	312.158567942	0.27118921	725.217677587	872	Eif3b	K03253	RNA transport
P05198	0.0004960916	497.944813015	0.15626885	417.896171002	315	Eif2s1	K03237	RNA transport
P53992	8.697088e-05	87.2957707394	0.095146143	254.441040843	1094	Sec24c	K14007	Protein processing in endoplasmic reticulum
Q8N766-2;Q8N766;Q8N766-1;Q8N766-3;C9JL95;Q5TG59;Q8N766-4;Q5TG60	0.0001011067	101.484396886	0.035387345	94.6332936951	350			
P53618	0.0002730127	274.032573525	0.095554445	255.532927309	350			
P78527	0.0002637399	264.725133806	1.0887183	2911.46449769	4128	PrkDc	K06642	DNA replication control
P38646	0.0012014892	1205.97751511	0.81821415	2188.07881638	681	HspA9	K04043	RNA degradation
P62899	0.0012962622	1301.10455165	0.16851409	450.642549497	130	Rpl31	K02910	Ribosome
