!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	103142.86	36.7258488113	36100001.0	38.0007823099	350	Mbp		Myelin
69187	1464.7143	0.521537563855	512650.01	0.539642683976	350			
12954	6887755.1	2452.50764281	1350000000.0	1421.08184757	196.0	Cryaa	K09541	Crystallins
11354	2873.1429	1.02303360367	1005600.0	1.05854807846	350			
14077	2857142.9	1017.33651925	380000010.0	400.008234287	133.0	Fabp3	K08752	PPAR signaling pathway
12961	374285.71	133.271080496	131000000.0	137.897571875	350	Crybb2		Crystallins
12889	8828.0	3.14336633002	3089800.0	3.25248792046	350			
12955	6400000.0	2278.83376893	1120000000.0	1178.97160687	175.0	Cryab	K09542	Crystallins
380684	1179.8165	0.420094637709	1286000.0	1.35371204146	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	9238.4921	3.28952933929	4656200.0	4.90136392493	504.0	Ina	K07608	Cytoskeleton proteins
18039	92633.517	32.9838104179	50300000.0	52.9484569872	543.0	Nefl	K04572	Cytoskeleton proteins
17189	3657142.9	1302.19074036	1280000000.0	1347.39612214	350	Mb		Hemoglobin
12960	21960.0	7.81924836964	7686000.0	8.09069265216	350			
110187	17719.429	6.30931768302	6201800.2	6.52834495294	350			
20617	126428.57	45.0171397927	17700000.0	18.6319620015	140.0	Snca	K04528	Synaptic vesicle cycle
18823	6138.0	2.18554401151	2148300.0	2.26141491343	350			
12962	30285.714	10.7837668405	10600000.0	11.1581241365	350	Crybb3		Crystallins
19194	4174.5714	1.4864303558	1461100.0	1.53803162036	350			
G3UXD0	5087.4286	1.81146938917	1780600.0	1.87435432428	350			
12373	124857.14	44.4576042069	43699999.0	46.0009446798	350			
21956	870431.89	309.932747576	262000000.0	275.79514375	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	10874.857	3.87218615061	3806200.0	4.00660868757	350			
22349	76178.96	27.1248728953	63000000.0	66.3171528866	827.0	Vil1	K05761	Cytoskeleton proteins
218038	58309.038	20.7619695044	40000000.0	42.1061288169	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	356398.1	126.901878979	75199999.0	79.1595211231	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	39163.498	13.9448596487	10300000.0	10.8423281703	263.0	Ctrb1	K01310	Pancreatic secretion
11723	548571.43	195.328609274	192000000.0	202.109418321	350			
21924	369565.22	131.590266118	59500000.0	62.6328666151	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	3681.1429	1.310736367	1288400.0	1.35623840919	350			
16204	167187.5	59.5300813661	21400000.0	22.526778917	128.0	Fabp6	K08755	PPAR signaling pathway
19660	89428.571	31.8426324222	31300000.0	32.9480457992	350			
22003	397887.32	141.674853288	113000000.0	118.949813908	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	23063380.0	8212.12643276	6549999900.0	6894.8784885	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	1514084.5	539.11670119	430000000.0	452.640884781	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	5115.8451	1.82158758914	1452900.0	1.52939986395	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	84507.042	30.0902345347	24000000.0	25.2636772901	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	44308.943	15.7769868084	10900000.0	11.4739201026	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	14134.571	5.03286526627	4947099.8	5.20758053622	350			
12716	454545.45	161.848987652	190000000.0	200.00411188	418.0	Ckmt1	K00933	Amino acid metabolism
19293	100571.43	35.810245449	35200000.0	37.0533933588	350	Pvalb		Blood proteins
17906	746987.95	265.978338351	124000000.0	130.528999332	166.0	Myl2	K10351	Cardiac muscle contraction
12409	54918033.0	19554.5418943	13400000000.0	14105.5531537	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	50857.143	18.1085898218	17800000.0	18.7372273235	350			
56727	5681.0526	2.02283976687	1619100.0	1.70435082918	285.0	Miox	K00469	Carbohydrate metabolism
109901	20089.474	7.15321433613	5343800.1	5.62516838456	266.0	CelA1	K01326	Peptidases
12613	37395.659	13.315389147	22400000.0	23.5794321374	599.0	Cel	K12298	Lipid and steroid metabolism
12307	18686.571	6.65368578442	6540299.8	6.88466764699	350			
12308	28857.143	10.2750987411	10100000.0	10.6317975263	350			
12970	23707.714	8.4415530074	8297699.9	8.73460052183	350	Crygs		Crystallins
22227	10597.068	3.77327443907	3253299.9	3.42459661673	307.0	Ucp1	K08769	PPAR signaling pathway
59006	25896.571	9.22093445223	9063799.8	9.54103804873	350			
109697	37708.831	13.4268996046	15800000.0	16.6319208827	419.0	Cpa1	K08779	Pancreatic secretion
55948	443548.39	157.933288951	110000000.0	115.791854246	248.0	Sfn	K06644	Cell cycle
215384	19766.857	7.03834081831	6918400.0	7.28267604017	350			
13706	11256.089	4.00793058114	3050400.1	3.21101348884	271.0	Cela2a	K01346	Pancreatic secretion
26950	147428.57	52.494563097	51600000.0	54.3169061738	350			
16618	617.43295	0.21984797758	161150.0	0.169635066471	261.0	Klk1b26	K01325	Endocrine and other factor-regulated calcium reabsorption
18378	8449.1429	3.00846752485	2957200.0	3.11290610343	350			
12797	1428571.4	508.66824182	499999990.0	526.326599684	350			
12957	73142.857	26.0438144512	25600000.0	26.9479224428	350	Cryba1		Crystallins
22287	11742857.0	4181.25298052	4110000000.0	4326.40473593	350			
16612	43295.019	15.4159611443	11300000.0	11.8949813908	261.0	Klk1	K01325	Endocrine and other factor-regulated calcium reabsorption
14120	19495.28	6.9416409998	6608899.9	6.95687976318	339.0	Fbp2	K03841	Glycolysis
17897	471078.43	167.735849078	96100000.0	101.159974483	204.0	Myl3	K12749	Cardiac muscle contraction
22074	32857.143	11.6993698467	11500000.0	12.1055120349	350			
29818	69230.769	24.650845976	11700000.0	12.3160426789	169.0	HspB7	K09546	Chaperones and folding catalysts
107753	139230.77	49.5755906797	18100000.0	19.0530232896	130.0	LgaLs2	K10090	Glycan binding proteins
140781	3951.1111	1.40686334367	7645400.0	8.04795493141	1935.0	Myh7	K17751	Cardiac muscle contraction
22004	4859154.9	1730.1884804	1380000000.0	1452.66144418	284.0	Tpm2	K10374	Cardiac muscle contraction
22004	1211267.6	431.293360952	344000000.0	362.112707825	284.0	Tpm2	K10374	Cardiac muscle contraction
12652	5441.4286	1.93751738202	1904500.0	2.00477805829	350	Chga		Signaling molecules
69117	107714.29	38.3535877263	37700002.0	39.6850285152	350			
21345	6400000.0	2278.83376893	2240000000.0	2357.94321374	350			
76703	23191.714	8.25782203478	8117099.9	8.54449135022	350	Cpb1	K01291	Pancreatic secretion
18040	50000.0	17.8033888198	42400000.0	44.6324965459	848.0	Nefm	K04573	Cytoskeleton proteins
17888	939112.49	334.387696099	1820000000.0	1915.82886117	1938.0	Myh6	K17751	Cardiac muscle contraction
14580	20305.116	7.22999750357	8731199.9	9.19092569288	430.0	GfaP	K05640	Cytoskeleton proteins
233335	130685.46	46.5328811494	204000000.0	214.741256966	1561.0	SynM	K10376	Cytoskeleton proteins
18946	123890.06	44.1132581817	58599998.0	61.6854766114	473.0	Pnliprp1	K14074	Lipid and steroid metabolism
20259	7391.8881	2.63201315913	5285200.0	5.56348280057	715.0	Scin	K05768	Fc gamma R-mediated phagocytosis
17901	247872.34	88.2593529337	46600000.0	49.0536400717	188.0	Myl1	K05738	Cytoskeleton proteins
23795	33714.286	12.0045708488	11800000.0	12.421308001	350			
56370	190000.0	67.6528775151	66500000.0	70.001439158	350			
11847	38135.593	13.578855801	13500000.0	14.2108184757	354.0	Arg2	K01476	Amino acid metabolism
17287	2972.8246	1.05852704494	2220700.0	2.33762700659	747.0	Mep1a	K01395	Protein digestion and absorption
69191	102466.79	36.4851220697	53999998.0	56.8432717975	527.0	PdiA2	K09581	Chaperones and folding catalysts
66284	21780.571	7.75535948459	7623199.8	8.02458581939	350			
17907	308875.74	109.980697924	52200000.0	54.948498106	169.0	Mylpf	K12758	Focal adhesion
106393	300000.0	106.820332919	105000000.0	110.528588144	350			
18645	132857.14	47.306146418	18600000.0	19.5793498998	140.0	Pfn2	K05759	Rap1 signaling pathway
53318	31428.571	11.1907013913	11000000.0	11.5791854246	350			
11770	2227272.7	793.060037715	294000000.0	309.480046804	132.0	Fabp4	K08753	PPAR signaling pathway
69060	6882.7957	2.45074176028	3200500.0	3.36901663196	465.0	Pnlip	K14073	Lipid and steroid metabolism
59290	202.93143	0.0722573430408	71026.001	0.0747657486863	350			
68738	271261.0	96.5873010928	185000000.0	194.740845778	682.0	Acss1	K01895	Glycolysis
20215	6691.1429	2.38250037395	2341900.0	2.46520857691	350			
20618	47142.857	16.7860522649	16500000.0	17.368778137	350			
17896	2953367.9	1051.59914103	570000000.0	600.01233564	193.0	Myl4	K12750	Cardiac muscle contraction
99709	2439.2857	0.868551035192	853749.99	0.898702676409	350			
21953	104395.6	37.1719091575	18999999.0	20.0004101354	182.0	TnnI2	K12043	Cytoskeleton proteins
11636	1025773.2	365.24478241	199000000.0	209.477990864	194.0	Ak1	K00939	Purine metabolism
17075	29263.492	10.419786526	9218000.0	9.70335738585	315.0	EpcAm	K06737	Cellular antigens
16855	27633.436	9.83937611068	9008500.1	9.48282664143	326.0	LgaLs4	K10091	Glycan binding proteins
67041	367307.69	130.786432431	191000000.0	201.056765101	520.0	Oxct1	K01027	Butanoate metabolism
67931	19674.286	7.00537926819	6886000.1	7.24857018109	350			
66283	27013.714	9.61871307616	9454799.9	9.95262556318	350			
20199	6323.1429	2.25146743223	2213100.0	2.32962684212	350			
12346	2770114.9	986.348652802	722999990.0	761.068267838	261.0	Car1	K01672	Amino acid metabolism
12180	23469.388	8.35669279852	11500000.0	12.1055120349	490.0	SmyD1	K11426	Chromosome-related
76722	96181.384	34.2470915315	40300000.0	42.421924783	419.0	Ckmt2	K00933	Amino acid metabolism
103968	27466.151	9.77981131271	14200000.0	14.94767573	517.0	Plin1	K08768	PPAR signaling pathway
12865	593750.0	211.415242235	47500000.0	50.00102797	80.0	Cox7a1	K02270	Oxidative phosphorylation
380683	7314285.7	2604.38144512	2560000000.0	2694.79224428	350			
12709	1671916.0	595.31541244	637000000.0	670.540101409	381.0	Ckb	K00933	Amino acid metabolism
12036	292620.87	104.192862508	115000000.0	121.055120349	393.0	Bcat2	K00826	Amino acid metabolism
18951	49864.499	17.75514128	18400000.0	19.3688192558	369.0	Sept5	K04557	Parkinson's disease
16765	4161073.8	1481.62429538	620000000.0	652.644996661	149.0	Stmn1	K04381	MAPK signaling pathway
19701	402985.07	143.489997795	162000000.0	170.529821708	402.0	Ren1	K01380	Renin-angiotensin system
11475	19893899.0	7083.57638076	7499999900.0	7894.8990479	377.0	Acta2	K12313	Vascular smooth muscle contraction
59011	9670.2857	3.44327712631	3384600.0	3.56281008984	350			
19285	11742857.0	4181.25298052	4110000000.0	4326.40473593	350			
11754	12205.229	4.34588875043	9337000.2	9.82862332961	765.0	Aoc3	K00276	Amino acid metabolism
236539	75422.139	26.8553933247	40200000.0	42.316659461	533.0	Phgdh	K00058	Amino acid metabolism
17756	11597.374	4.1294511722	21200000.0	22.3162482729	1828.0	MtaP2	K10430	Cytoskeleton proteins
11472	85234.899	30.3494009582	76200000.0	80.2121753961	894.0	Actn2	K05699	Focal adhesion
20200	677142.86	241.108752462	237000000.0	249.47881324	350			
12722	20262.87	7.21495506429	18500000.0	19.4740845778	913.0	Clca1	K05027	Olfactory transduction
17762	167803.55	59.7494369197	123000000.0	129.476346112	733.0	Mapt	K04380	MAPK signaling pathway
13807	49539.171	17.6393024624	21500000.0	22.6320442391	434.0	Eno2	K01689	Glycolysis
