!!SBtab TableType='Proteomaps' Organism='spo'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
SPAC4A8.11c	75944.0	1254.09708899	139509130.0	6255.42793892	1837.0	Fas2	K00667	Lipid and steroid metabolism
SPAC926.09c	58126.0	959.860520836	121773970.0	5460.20388896	2095.0	Fas1	K00668	Lipid and steroid metabolism
SPCC417.08	242287.0	4000.9931186	254885920.0	11428.78968	1052.0	Tef3	K03235	Translation factors
SPAC56E4.04c	43132.0	712.257922181	100626960.0	4511.99643344	2333.0	Cut6	K11262	Lipid and steroid metabolism
SPAPB1E7.07	26630.0	439.753048031	56322450.0	2525.4334775	2115.0	Glt1	K00264	Amino acid metabolism
SPAC10F6.01c	52359.0	864.627481857	77910192.0	3493.40284585	1488.0	Sir1	K00381	Amino acid metabolism
SPBC16H5.02	200725.0	3314.66130552	187075700.0	8388.25789017	932.0	Pfk1	K00850	Glycolysis
SPAC22G7.06c	31124.0	513.964471157	70215744.0	3148.39270211	2256.0	Ura1	K11541	Pyrimidine metabolism
SPCP31B10.07	152631.0	2520.46366782	129278460.0	5796.69653581	847.0	Eft202	K03234	Translation factors
SPAC926.04c	284621.0	4700.07331144	208342570.0	9341.83972938	732.0	Hsp90	K04079	Chaperones and folding catalysts
SPAC4H3.10c	502022.0	8290.11283059	253019090.0	11345.0831832	504.0	Pyk1	K00873	Glycolysis
SPAC1834.02	26384.0	435.69074049	41660336.0	1868.00125382	1579.0	Aro1	K13830	Amino acid metabolism
SPCC1739.13	364293.0	6015.73252446	232418930.0	10421.3958488	638.0	Ssa2	K03283	Chaperones and folding catalysts
SPBC14F5.04c	691819.0	11424.315206	276035780.0	12377.1249262	399.0	Pgk1	K00927	Glycolysis
SPAC9.09	303464.0	5011.23616101	235184600.0	10545.405291	775.0	Met26	K00549	Amino acid metabolism
SPBC19C2.07	1025542.0	16935.231708	368169580.0	16508.2978941	359.0	Fba1	K01624	Glycolysis
SPAC1F8.07c	500408.0	8263.4601299	175142800.0	7853.20046381	350	SPAC1F8.07c	K01568	Glycolysis
SPBC215.08c	59302.0	979.280332495	68671716.0	3079.16027345	1158.0	Arg4	K01955	Pyrimidine metabolism
SPBC660.16	267280.0	4413.71365669	93548000.0	4194.58405934	350	SPBC660.16	K00033	Pentose phosphate metabolism
SPAC23A1.10	1124757.0	18573.6131823	507265410.0	22745.1939394	451.0	Ef1A-b	K03231	Translation factors
SPAP7G5.04c	36435.0	601.667379084	51919875.0	2328.02710948	1425.0	Lys1	K00143	Amino acid metabolism
SPAC26A3.05	27158.0	448.472147143	46874708.0	2101.80765984	1726.0	Chc1	K04646	Endocytosis
SPBC17G9.11c	55361.0	914.200844613	65824229.0	2951.4822517	1189.0	Pyr1	K01958	TCA cycle and anaplerotic enzymes
SPBC1709.05	205192.0	3388.42686563	71817200.0	3220.20013583	350	Sks2		Chaperones and folding catalysts
SPBC1815.01	815575.0	13467.9531411	351512820.0	15761.4280522	431.0	Eno101	K01689	Glycolysis
SPAC110.04c	77928.0	1286.85976444	56887440.0	2550.76697525	730.0	Pss1	K09485	Chaperones and folding catalysts
SPAC18G6.05c	6190.0	102.218226335	2166500.0	97.1433527661	350			
SPAC12G12.04	90636.0	1496.71262716	51209340.0	2296.16754237	565.0	Mcp60	K04077	RNA degradation
SPBC19C7.06	83983.0	1386.84867566	60131828.0	2696.24157852	716.0	Prs1	K01881	tRNA loading
SPAC6F12.10c	38222.0	631.176905815	50300152.0	2255.40060463	1316.0	Ade3	K01952	Purine metabolism
SPCPB16A4.03c	91542.0	1511.67380859	53277444.0	2388.89893236	582.0	Ade10	K00602	Purine metabolism
SPCC584.01c	50456.0	833.202395473	17659600.0	791.836027006	350	SPCC584.01c	K00380	Amino acid metabolism
SPBC8D2.06	32018.0	528.727491245	35764106.0	1603.62112417	1117.0	Irs1	K01870	tRNA loading
SPAC1565.08	52690.0	870.093432248	43153110.0	1934.93551243	819.0	Cdc48	K13525	Protein processing in endoplasmic reticulum
SPBC2G5.05	174803.0	2886.59977675	61181050.0	2743.28747877	350	SPBC2G5.05		Pentose phosphate metabolism
SPAC24C9.12c	184036.0	3039.0684171	64412600.0	2888.18644098	350	SPAC24C9.12c	K00600	Amino acid metabolism
SPCC13B11.01	839308.0	13859.8667381	285364720.0	12795.4237997	340.0	Adh1	K13953	Glycolysis
SPAC26F1.13c	37737.0	623.16788485	43359813.0	1944.20383574	1149.0	Lrs1	K01869	tRNA loading
SPBC56F2.12	318706.0	5262.9340941	130669460.0	5859.06736604	410.0	Ilv5	K00053	Amino acid metabolism
SPBC32F12.11	1017701.0	16805.7497835	331770530.0	14876.2066158	326.0	Tdh1	K00134	Glycolysis
SPBC14F5.05c	365576.0	6036.91927477	138918880.0	6228.961812	380.0	Sam1	K00789	Amino acid metabolism
SPCC550.14	28266.0	466.769044523	9893100.0	443.595154973	350			
SPBC26H8.01	703233.0	11612.7996705	246131550.0	11036.2538604	350	Thi2	K03146	Amino acid metabolism
SPBC32H8.12c	334257.0	5519.73468178	126683400.0	5680.33704861	379.0	Act1	K05692	Cytoskeleton proteins
SPAC1556.02c	51840.0	856.057003753	33177600.0	1487.64518843	640.0	Sdh1	K00234	TCA cycle and anaplerotic enzymes
SPAC664.11	73780.0	1218.36199338	48916140.0	2193.34310823	663.0	Ssc1	K04043	Chaperones and folding catalysts
SPAC25G10.09c	19718.0	325.612114197	6901300.0	309.446305306	350			
SPBP4H10.15	22519.0	371.86627445	7881650.0	353.404064772	350	SPBP4H10.15	K01681	TCA cycle and anaplerotic enzymes
SPBC17D11.05	24447.0	403.704196966	23786931.0	1066.57845805	973.0	Tif32	K03254	Translation factors
SPAC1071.10c	145212.0	2397.95041722	131707280.0	5905.6020138	907.0	Pma1	K01535	Transport
SPCC1322.04	113489.0	1874.09439234	39721150.0	1781.05039775	350	SPCC1322.04	K00963	Carbohydrate metabolism
SPBC25H2.02	42693.0	705.008519699	31080504.0	1393.6138307	728.0	Trs1	K01868	tRNA loading
SPAC23H4.10c	102590.0	1694.11435214	51807950.0	2323.00852201	505.0	Thi4	K14154	Cofactor biosynthesis
SPAC19A8.15	77683.0	1282.81397034	53212855.0	2386.00283635	685.0	Trp2	K01695	Amino acid metabolism
SPBPJ4664.04	17760.0	293.278788323	6216000.0	278.718246385	350			
SPAC222.12c	91271.0	1507.19866492	47187107.0	2115.81526947	517.0	Atp2	K02133	Oxidative phosphorylation
SPAC22A12.15c	123452.0	2038.61784775	82095580.0	3681.07080013	665.0	Bip1	K09490	Protein export
SPAC9E9.03	71066.0	1173.54450287	53441632.0	2396.26093227	752.0	Leu2	K01702	Amino acid metabolism
SPBC146.13c	17857.0	294.880592516	22017681.0	987.247335552	1233.0	Myo1	K10356	Cytoskeleton proteins
SPAC4F8.07c	128547.0	2122.75385149	59388714.0	2662.92120675	462.0	Hxk2	K00844	Glycolysis
SPBC839.16	34033.0	562.002083501	11911550.0	534.100117074	350	SPBC839.16	K00288	Other central metabolism enzymes
SPBC14F5.03c	20409.0	337.022904892	7143150.0	320.290579419	350			
SPCC1795.11	68662.0	1133.84618039	43531708.0	1951.91140861	634.0	Sum3	K11594	Chromosome-related
SPBC1604.21c	36583.0	604.111368987	37534158.0	1682.98820742	1026.0	Ptr3	K03178	Ubiquitin mediated proteolysis
SPAC4A8.16c	38907.0	642.488615837	36883836.0	1653.82852154	948.0	Tif33	K03252	Translation factors
SPBC8D2.18c	278679.0	4601.95041954	97537650.0	4373.47534822	350	SPBC8D2.18c	K01251	Amino acid metabolism
SPBC405.01	37418.0	617.900095803	28961532.0	1298.60157845	774.0	Ade1	K11788	Purine metabolism
SPBC2F12.14c	68001.0	1122.93079306	35224518.0	1579.4266227	518.0	Gua1	K00088	Purine metabolism
SPBC1921.05	22307.0	368.365424049	20143221.0	903.198718416	903.0	Ape2	K13721	Peptidases
SPBC16D10.08c	17376.0	286.937625332	6081600.0	272.691905923	350			
